State,Name,ID,Org Type,Mode,TOS,VOMS,Vehicles Available for Maximum Service,,Service Supplied (in Thousands),,,,,,,,,,Unlinked Passenger Trips,,,,
FL,Broward County Transportation Department(BCT),4029,B,MB,DO,240,291,,"13,904.0",,"15,544.4",,"13,878.5",,"1,079.6",,"1,014.4",,"36,804.7",,"166,671.8",,
,,,,Total,,471,603,,"13,904.0",,"25,193.5",,"22,189.4",,"1,702.4",,"1,565.0",,"37,720.7",,"176,472.7",,
FL,Central Florida Regional Transportation Authority(LYNX),4035,B,DR,PT,168,197,,0.0 ,,"8,647.1",,"7,501.3",,512.8,,460.5,,686.3,,"8,671.0",,
FL,Central Florida Regional Transportation Authority(LYNX),4035,B,MB,DO,234,288,,"14,252.5",,"16,215.9",,"14,230.1",,"1,107.3",,"1,029.7",,"23,747.8",,"136,787.3",,
FL,Central Florida Regional Transportation Authority(LYNX),4035,B,VP,PT,64,87,,0.0 ,,"1,109.5",,"1,109.5",,25.7,,25.7,,182.4,,"5,931.5",,
,,,,Total,,466,572,,"14,252.5",,"25,972.5",,"22,841.0",,"1,645.7",,"1,515.9",,"24,616.4",,"151,389.7",,
FL,Charlotte County Transit Division,4129,B,DR,PT,13,23,,0.0 ,,598.4,,491.7,,31.8,,28.8,,69.3,,536.4,,
FL,City of Tallahassee(StarMetro ),4036,A,DR,DO,15,17,,0.0 ,,488.1,,442.4,,35.3,,33.2,,64.8,,389.7,,
FL,City of Tallahassee(StarMetro ),4036,A,MB,DO,63,66,,"1,971.9",,"2,035.9",Q,"1,966.8",Q,185.3,Q,181.9,Q,"4,409.0",,"12,916.4",,
,,,,Total,,78,83,,"1,971.9",,"2,524.0",,"2,409.2",,220.6,,215.1,,"4,473.8",,"13,306.1",,
FL,Collier Area Transit(CAT),4140,B,DR,PT,36,40,,0.0 ,,"1,349.2",,"1,140.2",,72.7,,63.2,,102.1,,"1,171.6",,
FL,Collier Area Transit(CAT),4140,B,MB,PT,16,23,,"1,329.6",,"1,329.6",,"1,244.8",,69.6,,67.0,,"1,109.7",,"8,968.6",,
,,,,Total,,52,63,,"1,329.6",,"2,678.8",,"2,385.0",,142.3,,130.3,,"1,211.9",,"10,140.3",,
FL,"Council on Aging of Martin County, Inc.(COAMC \ CC - MCBOCC)",4113,D,DR,DO,12,20,,0.0 ,,274.2,,214.5,,20.7,,14.1,,48.6,,298.9,,
FL,"Council on Aging of Martin County, Inc.(COAMC \ CC - MCBOCC)",4113,D,MB,DO,2,3,,26.0,,51.6,,30.9,,3.3,,2.5,,11.4,,83.4,,
,,,,Total,,14,23,,26.0,,325.8,,245.4,,24.1,,16.6,,60.0,,382.3,,
FL,"Council on Aging of St. Lucie, Inc.(CT)",4097,F,DR,DO,26,36,,0.0 ,,615.1,,534.5,,36.6,,33.2,,127.9,,596.6,,
FL,"Council on Aging of St. Lucie, Inc.(CT)",4097,F,MB,DO,9,14,,255.8,,263.0,,255.7,,19.4,,19.0,,118.6,,977.0,,
,,,,Total,,35,50,,255.8,,878.1,,790.2,,56.1,,52.3,,246.5,,"1,573.6",,
FL,"County of Volusia, dba: VOTRAN(Votran)",4032,B,DR,DO,35,50,,0.0 ,,"1,279.6",,"1,139.6",,78.2,,70.7,,142.5,,"1,557.5",,
FL,"County of Volusia, dba: VOTRAN(Votran)",4032,B,DR,PT,23,29,,0.0 ,,938.5,,938.5,,69.8,,69.8,,102.9,,820.5,,
FL,"County of Volusia, dba: VOTRAN(Votran)",4032,B,MB,DO,46,53,,"2,465.1",,"2,645.4",,"2,467.4",,164.8,,157.8,,"3,071.2",,"14,342.7",,
FL,"County of Volusia, dba: VOTRAN(Votran)",4032,B,VP,DO,25,29,,0.0 ,,530.5,,530.5,,12.4,,12.4,,113.0,,"4,011.2",,
,,,,Total,,129,161,,"2,465.1",,"5,394.0",,"5,076.0",,325.1,,310.7,,"3,429.6",,"20,732.0",,
FL,Escambia County Area Transit(ECAT),4038,B,DR,PT,14,28,,0.0 ,,388.2,,363.5,,23.3,,21.9,,55.1,,374.8,,
FL,Escambia County Area Transit(ECAT),4038,B,MB,DO,32,39,,"1,363.8",,"1,391.3",,"1,362.5",,105.8,,104.4,,"1,131.9",,"5,489.5",,
,,,,Total,,46,67,,"1,363.8",,"1,779.5",,"1,726.0",,129.1,,126.3,,"1,187.0",,"5,864.2",,
FL,Gainesville Regional Transit System(RTS),4030,B,DR,PT,22,43,,0.0 ,,379.5,,327.7,,28.3,,24.6,,39.7,,325.8,,
FL,Gainesville Regional Transit System(RTS),4030,B,MB,DO,88,105,,"2,835.2",,"2,963.5",,"2,821.7",,258.8,,248.8,,"8,940.0",,"25,031.9",,
,,,,Total,,110,148,,"2,835.2",,"3,343.0",,"3,149.4",,287.1,,273.4,,"8,979.7",,"25,357.7",,
FL,Hernando County Board of County Commissioners(The Bus),4146,B,DR,PT,15,23,,0.0 ,,278.4,,246.1,,12.7,,11.3,,34.7,,444.4,,
FL,Hernando County Board of County Commissioners(The Bus),4146,B,MB,PT,6,10,,331.3,,325.1,,305.0,,18.4,,17.5,,129.2,,605.0,,
,,,,Total,,21,33,,331.3,,603.6,,551.1,,31.1,,28.8,,163.8,,"1,049.4",,
FL,Hillsborough Area Regional Transit Authority(HART),4041,B,DR,DO,30,36,,0.0 ,,"1,217.0",,"1,026.2",,80.8,,66.2,,97.0,,856.1,,
FL,Hillsborough Area Regional Transit Authority(HART),4041,B,LR,DO,8,10,,73.9,,74.9,,74.6,,14.7,,14.6,,505.7,,776.7,,
FL,Hillsborough Area Regional Transit Authority(HART),4041,B,MB,DO,159,196,,"7,432.6",,"8,449.2",,"7,421.6",,622.4,,581.6,,"13,125.5",,"63,652.0",,
FL,Hillsborough Area Regional Transit Authority(HART),4041,B,VP,PT,30,32,,0.0 ,,644.6,,644.6,,16.3,,16.3,,83.1,,"3,258.6",,
,,,,Total,,227,274,,"7,506.6",,"10,385.8",,"9,167.0",,734.1,,678.6,,"13,811.3",,"68,543.4",,
FL,Jacksonville Transportation Authority(JTA),4040,B,AG,DO,7,10,,198.0,,198.0,,197.0,,15.0,,14.7,,449.7,,176.7,,
FL,Jacksonville Transportation Authority(JTA),4040,B,DR,PT,86,95,,0.0 ,,"3,705.1",,"3,171.6",,245.4,,203.3,,357.9,,"3,546.6",,
FL,Jacksonville Transportation Authority(JTA),4040,B,MB,DO,162,182,,"8,948.8",,"9,153.1",,"8,901.9",,617.1,,590.6,,"10,253.9",,"54,696.6",,
,,,,Total,,255,287,,"9,146.8",,"13,056.2",,"12,270.4",,877.5,,808.6,,"11,061.4",,"58,419.9",,
FL,Lake County Board of County Commissioners(LCBOCC),4158,B,DR,PT,55,67,,0.0 ,,"2,322.8",,"1,972.2",,126.3,,110.8,,218.3,,"4,677.3",,
FL,Lake County Board of County Commissioners(LCBOCC),4158,B,MB,PT,7,10,,333.2,,353.3,,332.0,,21.6,,20.8,,157.0,,"1,059.7",,
,,,,Total,,62,77,,333.2,,"2,676.1",,"2,304.1",,147.9,,131.6,,375.3,,"5,737.0",,
FL,Lakeland Area Mass Transit District (Citrus Connection),4031,A,DR,DO,12,16,,0.0 ,,471.0,,421.5,,36.6,,32.1,,105.4,,776.2,,
FL,Lakeland Area Mass Transit District (Citrus Connection),4031,A,MB,DO,24,41,,"1,264.6",,"1,295.0",,"1,266.4",,80.9,,79.2,,"1,451.0",,"7,291.9",,
,,,,Total,,36,57,,"1,264.6",,"1,765.9",,"1,687.9",,117.5,,111.3,,"1,556.4",,"8,068.0",,
FL,Lee County Transit(LeeTran),4028,B,DR,DO,39,42,,0.0 ,,"1,266.9",,"1,091.4",,79.3,,69.3,,109.0,,"1,249.2",,
FL,Lee County Transit(LeeTran),4028,B,MB,DO,48,61,,"3,016.5",,"3,184.6",,"3,018.2",,193.5,,184.1,,"3,040.0",,"15,656.2",,
FL,Lee County Transit(LeeTran),4028,B,VP,PT,6,7,,0.0 ,,139.9,,139.9,,4.2,,4.2,,24.8,,941.3,,
,,,,Total,,93,110,,"3,016.5",,"4,591.3",,"4,249.5",,276.9,,257.6,,"3,173.8",,"17,846.7",,
FL,Manatee County Area Transit(MCAT),4026,A,DR,DO,27,32,,0.0 ,,675.9,,621.7,,42.2,,40.1,,88.4,,820.3,,
FL,Manatee County Area Transit(MCAT),4026,A,MB,DO,19,31,,"1,287.2",,"1,365.6",,"1,309.5",,90.0,,87.0,,"1,403.1",,"6,621.3",,
,,,,Total,,46,63,,"1,287.2",,"2,041.5",,"1,931.2",,132.2,,127.1,,"1,491.5",,"7,441.6",,
FL,"Miami Lakes - VPSI, Inc.",4152,D,VP,DO,202,219,,0.0 ,,"3,175.9",,"3,175.9",,75.6,,75.6,,621.3,,"13,489.4",,
FL,Miami-Dade Transit(MDT),4034,B,AG,DO,21,29,,"1,126.3",,"1,074.5",,"1,073.1",,105.7,,105.5,,"8,100.1",,"8,408.2",,
FL,Miami-Dade Transit(MDT),4034,B,DR,PT,316,352,,0.0 ,,"14,539.5",,"13,084.4",,"1,016.8",,949.2,,"1,552.0",,"16,778.4",,
FL,Miami-Dade Transit(MDT),4034,B,HR,DO,84,130,,"6,743.6",,"6,909.6",,"6,691.5",,319.4,,294.1,,"18,244.5",,"132,769.7",,
FL,Miami-Dade Transit(MDT),4034,B,MB,DO,716,863,,"32,265.1",,"37,092.5",,"31,547.1",,"2,874.7",,"2,629.6",,"75,608.0",,"391,313.2",,
,,,,Total,,"1,137","1,374",,"40,135.0",,"59,616.1",,"52,396.2",,"4,316.6",,"3,713.2",,"103,504.6",,"549,269.5",,
FL,Okaloosa County Board of County Commissioners,4128,B,DR,PT,32,35,,0.0 ,,847.4,,723.5,,54.2,,46.8,,95.2,,712.0,,
FL,Okaloosa County Board of County Commissioners,4128,B,MB,PT,14,17,,445.6,,461.9,,445.6,,37.7,,36.6,,172.1,,825.2,,
,,,,Total,,46,52,,445.6,,"1,309.4",,"1,169.1",,91.9,,83.4,,267.3,,"1,537.2",,
FL,Pasco County Public Transportation(PCPT),4074,B,DR,DO,11,18,,0.0 ,,337.2,,273.0,,16.8,,13.7,,39.7,,361.3,,
FL,Pasco County Public Transportation(PCPT),4074,B,DR,PT,26,46,,0.0 ,,379.2,,379.2,,22.0,,22.0,,42.7,,379.2,,
FL,Pasco County Public Transportation(PCPT),4074,B,MB,DO,16,29,,"1,113.5",,"1,194.1",,"1,112.6",,69.9,,66.5,,926.1,,"5,860.9",,
,,,,Total,,53,93,,"1,113.5",,"1,910.5",,"1,764.8",,108.7,,102.3,,"1,008.4",,"6,601.4",,
FL,Pinellas Suncoast Transit Authority(PSTA),4027,B,DR,PT,117,132,,0.0 ,,"2,562.3",,"2,279.0",,89.0,,79.8,,228.5,,"1,746.2",,
FL,Pinellas Suncoast Transit Authority(PSTA),4027,B,MB,DO,170,205,,"8,718.8",,"9,923.0",,"8,710.4",,650.6,,606.0,,"11,865.5",,"61,548.6",,
FL,Pinellas Suncoast Transit Authority(PSTA),4027,B,MB,PT,2,5,,52.6,,56.1,,51.9,,5.9,,5.6,,87.6,,177.0,,
,,,,Total,,289,342,,"8,771.3",,"12,541.4",,"11,041.3",,745.5,,691.4,,"12,181.5",,"63,471.8",,
FL,Polk County Transit Services Division - Polk County Board of County Commissioners(PCTS),4127,B,DR,DO,28,31,,0.0 ,,761.9,,582.4,,37.3,,32.9,,60.7,,911.4,,
FL,Polk County Transit Services Division - Polk County Board of County Commissioners(PCTS),4127,B,DR,PT,21,31,,0.0 ,,726.6,,590.3,,58.2,,49.0,,58.6,,818.3,,
FL,Polk County Transit Services Division - Polk County Board of County Commissioners(PCTS),4127,B,MB,DO,21,26,,742.9,,777.8,,738.8,,35.9,,35.0,,466.0,,"2,333.8",,
,,,,Total,,70,88,,742.9,,"2,266.3",,"1,911.6",,131.4,,116.8,,585.3,,"4,063.5",,
FL,Sarasota County Area Transit(SCAT),4046,B,DR,DO,23,35,,0.0 ,,737.5,,499.4,,55.7,,44.0,,86.6,,842.7,,
FL,Sarasota County Area Transit(SCAT),4046,B,DR,PT,33,36,,0.0 ,,983.7,,752.0,,69.5,,49.1,,91.7,,"1,083.7",,
FL,Sarasota County Area Transit(SCAT),4046,B,MB,DO,44,61,,"2,792.8",,"3,010.0",,"2,786.5",,199.3,,189.2,,"2,551.7",,"14,187.2",,
,,,,Total,,100,132,,"2,792.8",,"4,731.2",,"4,037.9",,324.5,,282.2,,"2,730.0",,"16,113.6",,
FL,"Senior Resource Association, Inc.(SRA)",4104,D,DR,DO,25,32,,0.0 ,,485.5,,463.0,,37.0,,35.8,,50.8,,411.1,,
FL,"Senior Resource Association, Inc.(SRA)",4104,D,MB,DO,11,18,,374.1,,391.1,,366.0,,34.2,,32.5,,594.1,,"2,715.1",,
,,,,Total,,36,50,,374.1,,876.6,,829.0,,71.2,,68.2,,644.9,,"3,126.2",,
FL,South Florida Regional Transportation Authority(TRI-Rail),4077,B,CR,PT,34,47,,"2,859.4",,"3,050.3",,"2,953.2",,99.5,,87.3,,"4,223.4",,"122,469.6",,
FL,South Florida Regional Transportation Authority(TRI-Rail),4077,B,MB,PT,18,20,,436.6,,658.3,,436.5,,57.0,,48.2,,488.1,,"1,675.0",,
,,,,Total,,52,67,,"3,296.0",,"3,708.6",,"3,389.7",,156.6,,79.2,,"4,711.5",,"124,144.5",,
FL,Space Coast Area Transit(SCAT),4063,B,DR,PT,60,70,,0.0 ,,968.5,,960.7,,45.8,,45.4,,345.9,,"5,265.3",,
FL,Space Coast Area Transit(SCAT),4063,B,DR,DO,37,41,,0.0 ,,796.9,,635.5,,62.6,,53.0,,119.5,,"1,558.4",,
FL,Space Coast Area Transit(SCAT),4063,B,MB,DO,23,49,,"1,489.9",,"1,555.7",,"1,494.2",,82.4,,78.6,,"1,418.4",,"6,921.9",,
FL,Space Coast Area Transit(SCAT),4063,B,VP,PT,36,45,,0.0 ,,976.8,,976.8,,21.4,,21.4,,132.6,,"6,670.8",,
,,,,Total,,156,205,,"1,489.9",,"4,297.9",,"4,067.1",,212.3,,198.4,,"2,016.5",,"20,416.5",,
FL,"St Johns County, Florida,  Board of County Commissioners(St Johns County)",4155,B,DR,PT,5,34,,0.0 ,,80.3,,54.2,,5.5,,4.6,,10.0,,70.0,,
FL,"St Johns County, Florida,  Board of County Commissioners(St Johns County)",4155,B,MB,PT,7,11,,340.5,,359.5,,348.0,,18.3,,17.7,,137.9,,"1,011.0",,
,,,,Total,,12,45,,340.5,,439.7,,402.2,,23.8,,22.3,,147.9,,"1,081.0",,
FL,"Tri-County Community Council, Inc.(TCCC)",4148,A,DR,DO,35,37,,0.0 ,,689.7,Q,658.5,Q,33.3,Q,32.5,Q,184.6,,634.8,,
GA, Hall Area Transit(HAT),4144,A,DR,DO,8,12,,0.0 ,,179.4,,105.8,,14.5,,10.0,,29.1,,212.0,,
GA, Hall Area Transit(HAT),4144,A,MB,DO,4,7,,177.4,,176.8,,176.3,,11.4,,10.8,,115.2,,0.0 ,Q,
,,,,Total,,12,19,,177.4,,356.2,,282.1,,25.9,,20.8,,144.3,,212.0,,
GA,Albany Transit System(ATS),4021,A,DR,DO,4,7,,0.0 ,,121.4,,111.7,,8.5,,8.1,,18.1,,79.1,,
GA,Albany Transit System(ATS),4021,A,MB,DO,7,10,,534.3,,536.4,,531.2,,33.0,,31.3,,944.3,,"4,538.8",Q,
,,,,Total,,11,17,,534.3,,657.8,,642.9,,41.5,,39.5,,962.4,,"4,618.0",,
GA,Athens Transit System(ATS),4047,A,DR,DO,3,4,,0.0 ,,65.2,,63.3,,6.3,,5.9,,8.5,,47.8,,
GA,Athens Transit System(ATS),4047,A,MB,DO,22,28,,855.8,,899.9,,855.8,,76.1,,73.9,,"1,839.0",,"5,789.9",,
,,,,Total,,25,32,,855.8,,965.1,,919.1,,82.5,,79.8,,"1,847.5",,"5,837.7",,
GA,Augusta Richmond County Transit Department(APT),4023,A,DR,DO,6,8,,0.0 ,,132.0,,119.8,,16.1,,14.5,,19.5,,81.9,,
GA,Augusta Richmond County Transit Department(APT),4023,A,MB,DO,13,18,,595.8,,624.2,,594.3,,45.0,,42.6,,646.0,,"3,120.0",,
,,,,Total,,19,26,,595.8,,756.2,,714.1,,61.0,,57.1,,665.4,,"3,201.9",,
GA,Buckhead Community Improvement District(BCID),4177,E,MB,PT,6,11,,99.1,,201.5,,109.8,,19.7,,13.8,,149.4,,250.9,,
GA,Chatham Area Transit Authority(CAT),4025,B,DR,PT,19,19,,0.0 ,,603.4,Q,585.4,Q,46.6,Q,46.1,Q,63.0,,585.4,,
GA,Chatham Area Transit Authority(CAT),4025,B,FB,DO,2,3,,16.3,,16.3,,16.3,,7.7,Q,7.7,,452.2,,171.8,,
GA,Chatham Area Transit Authority(CAT),4025,B,MB,DO,47,56,,"2,593.4",,"2,642.7",Q,"2,509.4",Q,213.3,Q,200.8,Q,"3,277.5",,"12,049.9",Q,
,,,,Total,,68,78,,"2,609.7",,"3,262.5",,"3,111.2",,267.6,,254.6,,"3,792.7",,"12,807.2",,
GA,City of Rome Transit Department(RTD),4058,A,DR,DO,4,9,,0.0 ,,128.1,,114.0,,10.1,,9.3,,27.7,,125.6,,
GA,City of Rome Transit Department(RTD),4058,A,MB,DO,26,35,,464.2,,465.7,,451.1,,40.9,,40.1,,690.5,,"4,483.2",,
,,,,Total,,30,44,,464.2,,593.8,,565.1,,51.0,,49.4,,718.2,,"4,608.8",,
GA,Clayton County Board of Commissioners(CTRAN),4157,A,DR,DO,8,10,,0.0 ,,297.5,Q,257.3,Q,22.3,Q,19.7,Q,33.0,Q,226.7,Q,
GA,Clayton County Board of Commissioners(CTRAN),4157,A,MB,DO,19,24,,"1,314.5",,"1,391.4",Q,"1,312.9",Q,90.9,Q,87.3,Q,"2,125.4",Q,"16,762.4",Q,
,,,,Total,,27,34,,"1,314.5",,"1,688.9",,"1,570.2",,113.3,,107.0,,"2,158.3",,"16,989.0",,
GA,Cobb County Department of Transportation Authority(CCT),4078,B,DR,PT,22,24,,0.0 ,,795.4,,678.5,,61.0,Q,50.3,Q,81.1,,"1,106.8",,
GA,Cobb County Department of Transportation Authority(CCT),4078,B,MB,PT,79,95,,"3,347.8",,"3,968.6",,"3,345.3",,196.8,,178.5,,"4,553.0",,"40,411.4",,
,,,,Total,,101,119,,"3,347.8",,"4,764.0",,"4,023.8",,257.8,,228.9,,"4,634.1",,"41,518.2",,
GA,Douglas County Rideshare(Rideshare),4082,A,VP,DO,62,75,,0.0 ,,"1,075.2",,"1,075.2",,27.4,,27.4,,172.3,,"5,614.0",,
GA,Georgia Regional Transportation Authority(GRTA),4135,B,MB,PT,83,101,,"1,987.2",,"3,341.9",,"2,051.9",,122.0,,82.5,,"1,660.7",,"39,566.5",,
GA,Georgia Regional Transportation Authority(GRTA),4135,B,VP,DO,50,57,,0.0 ,,924.3,,924.3,,24.0,,24.0,,179.1,,"6,789.0",,
,,,,Total,,133,158,,"1,987.2",,"4,266.2",,"2,976.2",,146.0,,106.5,,"1,839.8",,"46,355.4",,
GA,Gwinnett County Board of Commissioners(GCT),4138,B,DR,PT,6,8,,0.0 ,,137.6,,103.0,,16.2,,12.5,,14.8,,79.7,,
GA,Gwinnett County Board of Commissioners(GCT),4138,B,MB,PT,67,89,,"2,695.9",,"3,470.9",,"2,695.4",,166.1,,136.0,,"2,304.7",,"38,626.7",,
,,,,Total,,73,97,,"2,695.9",,"3,608.5",,"2,798.4",,182.3,,148.5,,"2,319.6",,"38,706.4",,
GA,Macon-Bibb County Transit Authority(MTA    ),4130,A,DR,DO,4,5,,0.0 ,,128.8,,78.1,,10.2,,7.8,,9.7,,84.5,,
GA,Macon-Bibb County Transit Authority(MTA    ),4130,A,MB,DO,17,26,,"1,058.1",,"1,063.1",,"1,048.4",,74.0,,73.5,,900.3,,"3,812.2",,
,,,,Total,,21,31,,"1,058.1",,"1,192.0",,"1,126.5",,84.2,,81.2,,910.0,,"3,896.7",,
GA,"Marietta - VPSI, Inc.",4153,D,VP,DO,331,398,,0.0 ,,"4,656.3",,"4,656.3",,116.6,,116.6,,898.3,,"24,155.7",,
GA,Metra Transit System(Metra),4024,A,DR,DO,5,9,,0.0 ,,186.1,,183.1,,12.5,,12.2,,17.6,,143.0,,
GA,Metra Transit System(Metra),4024,A,MB,DO,16,36,,918.0,,918.0,,918.0,,60.9,,60.9,,"1,150.7",,"4,142.4",,
,,,,Total,,21,45,,918.0,,"1,104.1",,"1,101.1",,73.4,,73.1,,"1,168.3",,"4,285.4",,
GA,Metropolitan Atlanta Rapid Transit Authority(MARTA),4022,A,DR,DO,126,175,,0.0 ,,"7,364.4",,"5,978.1",,389.4,,311.9,,479.5,,"6,581.1",,
GA,Metropolitan Atlanta Rapid Transit Authority(MARTA),4022,A,HR,DO,182,338,,"24,922.1",,"25,449.4",,"24,565.8",,960.5,,921.0,,"83,346.5",,"527,022.8",,
GA,Metropolitan Atlanta Rapid Transit Authority(MARTA),4022,A,MB,DO,507,600,,"27,370.0",,"30,991.8",,"27,344.7",,"2,360.6",,"2,192.7",,"72,716.4",,"285,048.2",,
,,,,Total,,815,"1,113",,"52,292.1",,"63,805.5",,"57,888.6",,"3,710.5",,"2,669.8",,"156,542.4",,"818,652.1",,
GA,University of Georgia Transit System(UGA),4180,A,DR,DO,4,4,,0.0 ,,49.7,Q,24.8,Q,9.5,Q,8.8,Q,10.3,Q,10.3,,
GA,University of Georgia Transit System(UGA),4180,A,MB,DO,37,51,,615.8,,673.4,Q,615.8,Q,98.4,Q,97.0,Q,"9,418.7",,"4,709.4",,
,,,,Total,,41,55,,615.8,,723.0,,640.6,,108.0,,105.8,,"9,429.1",,"4,719.7",,
HI,City and County of Honolulu Department of Transportation Services(DTS),9002,B,DR,PT,229,296,,0.0 ,,"6,227.0",,"4,999.7",,436.2,,346.3,,840.8,,"9,612.4",,
HI,City and County of Honolulu Department of Transportation Services(DTS),9002,B,FB,PT,2,3,,68.0,,63.6,,63.6,,2.9,,2.9,,73.7,,"1,619.1",,
HI,City and County of Honolulu Department of Transportation Services(DTS),9002,B,MB,PT,439,531,,"18,603.2",,"21,502.9",,"18,462.0",,"1,525.3",,"1,398.8",,"77,329.7",,"405,039.6",,
,,,,Total,,670,830,,"18,671.2",,"27,793.5",,"23,525.3",,"1,964.3",,"1,748.0",,"78,244.1",,"416,271.1",,
HI,"Honolulu - VPSI, Inc.",9176,D,VP,DO,312,314,,0.0 ,,"3,896.1",,"3,896.1",,111.6,,111.6,,696.0,,"14,778.3",,
IA,Ames Transit Agency(CyRide),7041,B,DR,DO,3,13,,0.0 ,,35.5,,32.1,,2.9,,2.7,,10.2,,33.0,,
IA,Ames Transit Agency(CyRide),7041,B,MB,PT,7,20,,1.3,,1.3,,1.2,,0.2,,0.1,,14.1,,25.3,,
IA,Ames Transit Agency(CyRide),7041,B,MB,DO,52,65,,"1,088.6",,"1,156.0",,"1,091.1",,109.7,,103.8,,"4,977.9",,"7,651.6",,
,,,,Total,,62,98,,"1,089.9",,"1,192.9",,"1,124.4",,112.8,,106.6,,"5,002.1",,"7,709.9",,
IA,Bettendorf Transit System(BT),7007,B,DR,PT,1,2,,0.0 ,,37.2,,27.3,,3.8,,3.7,,4.9,,19.8,,
IA,Bettendorf Transit System(BT),7007,B,MB,PT,2,3,,16.8,,18.9,,16.8,,1.0,,0.9,,6.3,,21.3,,
IA,Bettendorf Transit System(BT),7007,B,MB,DO,5,6,,327.6,,327.5,,327.5,,17.2,,17.2,,172.3,,691.0,,
,,,,Total,,8,11,,344.4,,383.6,,371.6,,22.0,,21.8,,183.5,,732.1,,
IA,Cedar Rapids Transit(CRT),7008,B,DR,PT,35,39,,0.0 ,,482.3,,424.2,,37.0,,33.7,,95.7,,597.1,,
IA,Cedar Rapids Transit(CRT),7008,B,MB,DO,20,34,,888.9,,930.9,,888.9,,72.0,,69.3,,"1,157.0",,"5,678.6",,
,,,,Total,,55,73,,888.9,,"1,413.2",,"1,313.1",,109.0,,103.0,,"1,252.6",,"6,275.7",,
IA,City of Dubuque(KeyLine),7011,A,DR,DO,9,12,,0.0 ,,240.6,,236.1,,19.3,,18.7,,60.6,,236.1,,
IA,City of Dubuque(KeyLine),7011,A,MB,DO,11,14,,310.2,,313.8,,304.4,,28.1,,27.3,,293.3,,876.8,,
,,,,Total,,20,26,,310.2,,554.4,,540.5,,47.3,,46.0,,353.9,,"1,113.0",,
IA,Coralville Transit System(CTS),7030,B,DR,PT,2,3,,0.0 ,,78.6,,75.8,,6.1,,5.8,,11.5,,55.1,,
IA,Coralville Transit System(CTS),7030,B,MB,DO,7,10,,180.7,,210.4,,181.0,,17.4,,15.3,,536.3,,"2,008.5",,
,,,,Total,,9,13,,180.7,,289.0,,256.8,,23.5,,21.2,,547.8,,"2,063.5",,
IA,Davenport Public Transit(CITIBUS),7009,B,DR,PT,4,6,,0.0 ,,145.6,,121.5,,11.0,,10.1,,27.6,,123.0,,
IA,Davenport Public Transit(CITIBUS),7009,B,MB,DO,17,20,,737.3,,808.6,,737.3,,59.3,,56.7,,"1,125.5",,"4,502.0",,
,,,,Total,,21,26,,737.3,,954.2,,858.8,,70.3,,66.8,,"1,153.1",,"4,625.1",,
IA,Des Moines Area Regional Transit Authority(DART),7010,B,DR,PT,2,3,,0.0 ,,79.0,,79.0,,4.7,,4.7,,10.8,,79.3,,
IA,Des Moines Area Regional Transit Authority(DART),7010,B,DR,DO,27,38,,0.0 ,,"1,110.0",,937.6,,74.3,,63.3,,204.3,,"1,940.1",,
IA,Des Moines Area Regional Transit Authority(DART),7010,B,MB,DO,96,113,,"2,408.6",,"2,790.0",,"2,443.4",,207.9,,184.6,,"4,513.6",,"20,435.6",,
IA,Des Moines Area Regional Transit Authority(DART),7010,B,VP,DO,97,101,,0.0 ,,"2,119.1",,"2,119.1",,48.4,,48.4,,312.7,,"13,465.6",,
,,,,Total,,222,255,,"2,408.6",,"6,098.1",,"5,579.1",,335.4,,301.1,,"5,041.5",,"35,920.7",,
IA,Iowa City Transit(ICT),7018,B,DR,PT,10,11,,0.0 ,,267.6,,260.2,,29.0,,25.0,,74.6,,263.7,,
IA,Iowa City Transit(ICT),7018,B,MB,DO,21,26,,718.7,,743.7,,720.3,,56.6,,55.1,,"1,983.7",,"4,081.1",,
,,,,Total,,31,37,,718.7,,"1,011.3",,980.5,,85.6,,80.1,,"2,058.3",,"4,344.8",,
IA,Metropolitan Transit Authority of Black Hawk County(MET Transit),7013,B,DR,PT,3,4,,0.0 ,,136.6,,136.6,,4.3,,4.3,,11.9,,81.8,,
IA,Metropolitan Transit Authority of Black Hawk County(MET Transit),7013,B,DR,DO,15,17,,0.0 ,,357.3,,314.0,,28.0,,25.9,,70.8,,435.7,,
IA,Metropolitan Transit Authority of Black Hawk County(MET Transit),7013,B,MB,DO,12,18,,604.8,,601.4,,579.7,,37.3,,35.2,,467.8,,577.1,,
,,,,Total,,30,39,,604.8,,"1,095.3",,"1,030.3",,69.6,,65.4,,550.4,,"1,094.6",,
IA,Sioux City Transit System(SCTS),7012,B,DR,PT,7,12,,0.0 ,,140.1,,120.1,,15.3,,12.6,,36.0,,356.7,,
IA,Sioux City Transit System(SCTS),7012,B,MB,DO,21,23,,613.6,,612.6,,612.6,,45.4,,45.4,,"1,157.5",,"5,787.4",,
,,,,Total,,28,35,,613.6,,752.7,,732.7,,60.7,,58.0,,"1,193.4",,"6,144.1",,
IA,University of Iowa(Cambus),7019,A,DR,DO,3,4,,0.0 ,,66.1,,63.0,,10.0,,9.7,,10.7,,34.4,,
IA,University of Iowa(Cambus),7019,A,MB,DO,24,31,,763.4,,761.7,,730.5,,70.2,,69.3,,"3,989.6",,"4,806.3",,
,,,,Total,,27,35,,763.4,,827.8,,793.4,,80.2,,79.0,,"4,000.3",,"4,840.7",,
