State,Name,ID,Org Type,SSW,Mode,TOS,VOMS,Vehicles Available for Maximum Service,,Service Supplied (in Thousands),,,,,,,,,,Unlinked Passenger Trips,,,
CA,City of Visalia - Visalia City Coach(Visalia Transit),9091,City,N,DR,PT,8,11,,0,,171.648,,151.9,,13.0,,11.5,,40.9,,275.0,
CA,City of Visalia - Visalia City Coach(Visalia Transit),9091,City,N,MB,PT,33,36,,1605.45,,1663.165,,"1,603.6",,117.4,,112.7,,"1,779.7",,"8,127.1",
,,,,,Total,,41,47,,1605.45,,1834.813,,"1,755.5",,130.4,,124.3,,"1,820.6",,"8,402.1",
CA,Culver City Municipal Bus Lines(Culver CityBus),9039,City,N,DR,DO,2,3,,0,,25.126,,21.3,,3.0,,2.4,,10.5,,36.7,
CA,Culver City Municipal Bus Lines(Culver CityBus),9039,City,N,DT,PT,3,3,,0,,18.239,,18.2,,0.9,,0.9,,6.6,,20.5,
CA,Culver City Municipal Bus Lines(Culver CityBus),9039,City,N,MB,DO,39,52,,1498.168,,1642.066,,"1,497.4",,150.6,,142.5,,"5,331.1",,"17,969.3",
,,,,,Total,,44,58,,1498.168,,1685.431,,"1,537.0",,154.5,,145.7,,"5,348.1",,"18,026.5",
CA,Davis Community Transit(DCT),9167,City,Y,DR,DO,3,,,,,,,67.6,,,,4.7,,16.6,,,
CA,El Dorado County Transit Authority(EDCTA),9229,Authority,N,CB,DO,10,19,,463.285,,487.922,,449.8,,13.1,,11.2,,138.9,,"6,395.0",
CA,Foothill Transit,9146,Authority,N,MB,PT,266,300,,10057.904,,13062.668,,"9,957.9",,790.0,,671.6,,"13,860.3",,"99,295.5",
CA,Fresno Area Express(FAX),9027,City,N,DR,PT,47,54,,0,,1400.057,,"1,123.9",,116.6,,93.7,,209.5,,"1,448.3",
CA,Fresno Area Express(FAX),9027,City,N,MB,DO,81,105,,3899,,4157.718,,"3,881.1",,340.1,,330.0,,"14,304.2",,"32,582.9",
,,,,,Total,,128,159,,3899,,5557.775,,"5,005.0",,456.7,,423.7,,"14,513.7",,"34,031.1",
CA,Gold Coast Transit(GCT),9035,Authority,N,DR,PT,15,24,,0,,534.485,,462.9,,32.8,,29.5,,68.6,,557.9,
CA,Gold Coast Transit(GCT),9035,Authority,N,MB,DO,41,54,,1748.6,,1873.201,,"1,752.9",,174.4,,168.5,,"3,476.4",,"13,987.8",
,,,,,Total,,56,78,,1748.6,,2407.686,,"2,215.9",,207.2,,198.0,,"3,545.0",,"14,545.7",
CA,Golden Empire Transit District(GET),9004,Authority,N,DR,DO,16,19,,0,,472.278,,402.5,,28.8,,26.4,,52.9,,396.7,
CA,Golden Empire Transit District(GET),9004,Authority,N,MB,DO,70,83,,3742.246,,3984.779,,"3,735.7",,309.6,,300.3,,"7,158.5",,"23,486.3",
,,,,,Total,,86,102,,3742.246,,4457.057,,"4,138.1",,338.4,,326.7,,"7,211.5",,"23,883.0",
CA,"Golden Gate Bridge, Highway and Transportation District(GGBHTD)",9016,Authority,N,DR,PT,44,47,,0,,1243.653,,"1,078.3",,77.0,,64.7,,125.7,,"1,097.7",
CA,"Golden Gate Bridge, Highway and Transportation District(GGBHTD)",9016,Authority,N,FB,DO,5,7,,181.96,,190.86,,181.3,,14.1,,13.5,,"2,195.4",,"24,210.8",
CA,"Golden Gate Bridge, Highway and Transportation District(GGBHTD)",9016,Authority,N,MB,PT,3,37,,38.628,,76.892,,38.6,,2.7,,1.9,,31.4,,566.1,
CA,"Golden Gate Bridge, Highway and Transportation District(GGBHTD)",9016,Authority,N,MB,DO,165,195,,5174.913,,6076.175,,"5,170.6",,363.7,,324.8,,"6,672.0",,"75,262.0",
,,,,,Total,,217,286,,5395.501,,7587.58,,"6,468.8",,457.7,,404.9,,"9,024.4",,"101,136.7",
CA,Imperial County Transportation Commission(ICTC),9226,Authority,N,DR,PT,6,8,,0,,373.936,,326.3,,18.2,,14.4,,36.3,,494.8,
CA,Imperial County Transportation Commission(ICTC),9226,Authority,N,MB,PT,15,19,,661.067,,798.201,,660.4,,40.1,,32.6,,632.9,,"10,398.7",
,,,,,Total,,21,27,,661.067,,1172.137,,986.8,,58.3,,47.0,,669.2,,"10,893.5",
CA,Kings County Area Public Transit Agency(KART),9200,Authority,N,DR,PT,8,14,,0,,119.511,,99.7,,15.3,,14.2,,34.0,,118.0,
CA,Kings County Area Public Transit Agency(KART),9200,Authority,N,MB,PT,16,21,,631.089,,658.187,,628.0,,38.7,,37.6,,771.8,,"3,997.7",
,,,,,Total,,24,35,,631.089,,777.698,,727.7,,54.0,,51.8,,805.8,,"4,115.7",
CA,LACMTA - Small Operators(LACMTA),9166,Consolidated,N,DR,PT,194,225,,0,,3676.911,,"3,167.0",,354.8,,308.4,,"1,051.8",,"3,767.0",
CA,LACMTA - Small Operators(LACMTA),9166,Consolidated,N,DT,PT,86,86,,0,,1082.213,,"1,082.2",,64.6,,64.6,,441.4,,"1,386.6",
CA,LACMTA - Small Operators(LACMTA),9166,Consolidated,N,MB,PT,196,272,,5758.804,,6296.107,,"5,699.8",,550.1,,509.1,,"12,007.7",,"31,469.2",
,,,,,Total,,476,583,,5758.804,,11055.231,,"9,949.0",,969.5,,882.0,,"13,500.9",,"36,622.8",
CA,Laguna Beach Municipal Transit(CLB),9119,City,N,MB,DO,24,24,,202.61,,217.679,,202.6,,24.3,,21.2,,645.3,,"1,174.1",
CA,Livermore / Amador Valley Transit Authority(LAVTA),9144,Authority,N,DR,PT,20,55,,0,,217.441,,194.5,,29.8,,25.5,,44.6,,236.7,
CA,Livermore / Amador Valley Transit Authority(LAVTA),9144,Authority,N,MB,PT,51,76,,1855.438,,2165.325,,"1,861.6",,139.2,,125.1,,"1,751.2",,"8,545.9",
,,,,,Total,,71,131,,1855.438,,2382.766,,"2,056.0",,169.0,,150.6,,"1,795.8",,"8,782.6",
CA,Long Beach Transit(LBT),9023,Semi-Public Corp,N,DT,PT,15,0,,0,,171.614,,171.6,,9.3,,9.3,,47.3,,200.3,
CA,Long Beach Transit(LBT),9023,Semi-Public Corp,N,MB,DO,182,220,,6649.887,,7288.173,,"6,648.4",,698.1,,665.9,,"28,183.4",,"85,719.8",
,,,,,Total,,197,220,,6649.887,,7459.787,,"6,820.0",,707.4,,675.1,,"28,230.7",,"85,920.1",
CA,Los Angeles County Metropolitan Transportation Authority dba: Metro(LACMTA),9154,Authority,N,HR,DO,70,104,,6160.599,,6348.069,,"6,156.3",,292.1,,268.8,,"47,735.7",,"231,683.9",
CA,Los Angeles County Metropolitan Transportation Authority dba: Metro(LACMTA),9154,Authority,N,LR,DO,140,169,,11166.574,,11354.078,,"11,143.4",,549.6,,518.7,,"53,780.8",,"366,232.5",
CA,Los Angeles County Metropolitan Transportation Authority dba: Metro(LACMTA),9154,Authority,N,MB,PT,125,160,,5603.64,,6873.26,,"5,593.4",,499.4,,454.1,,"13,565.4",,"48,112.0",
CA,Los Angeles County Metropolitan Transportation Authority dba: Metro(LACMTA),9154,Authority,N,MB,DO,"1,743",2081,,69922.924,,83274.611,,"69,220.1",,"6,883.3",,"6,253.7",,"338,606.1",,"1,421,617.7",
CA,Los Angeles County Metropolitan Transportation Authority dba: Metro(LACMTA),9154,Authority,N,RB,DO,32,43,,1588.381,,1683.939,,"1,576.8",,103.2,,96.3,,"7,831.4",,"49,532.8",
CA,Los Angeles County Metropolitan Transportation Authority dba: Metro(LACMTA),9154,Authority,N,VP,PT,"1,162",1204,,0,,26283.468,,"26,283.5",,580.8,,580.8,,"3,355.7",,"152,186.4",
,,,,,Total,,"3,272",3761,,94442.118,,135817.425,,"119,973.5",,"8,908.4",,"7,677.5",,"464,875.2",,"2,269,365.3",
CA,Merced County Transit(The Bus),9173,Authority,N,DR,PT,26,42,,0,,786.215,,701.1,,46.7,,43.0,,192.1,,"1,334.6",
CA,Merced County Transit(The Bus),9173,Authority,N,DT,PT,1,0,,0,,4.778,,4.8,,0.3,,0.3,,1.5,,6.0,
CA,Merced County Transit(The Bus),9173,Authority,N,MB,PT,27,38,,1154.517,,1353.512,,"1,255.2",,76.5,,72.1,,837.8,,"1,594.2",
,,,,,Total,,54,80,,1154.517,,2144.505,,"1,961.0",,123.5,,115.4,,"1,031.5",,"2,934.8",
CA,Modesto Area Express(MAX),9007,City,N,DR,PT,12,14,,0,,533.428,,474.7,,39.2,,35.4,,117.2,,822.2,
CA,Modesto Area Express(MAX),9007,City,N,MB,PT,44,55,,1843.394,,1900.114,,"1,833.8",,148.1,,143.4,,"3,434.4",,"12,004.3",
,,,,,Total,,56,69,,1843.394,,2433.542,,"2,308.4",,187.3,,178.8,,"3,551.6",,"12,826.5",
CA,Montebello Bus Lines(MBL),9041,City,N,CB,DO,4,5,,74.307,,79.84,,75.2,,4.3,,3.7,,78.7,,818.3,
CA,Montebello Bus Lines(MBL),9041,City,N,DT,PT,10,10,,0,,119.942,,119.9,,7.9,,7.9,,79.1,,152.8,
CA,Montebello Bus Lines(MBL),9041,City,N,MB,PT,5,7,,49.4,,68.038,,46.8,,4.8,,3.3,,110.7,,362.1,
CA,Montebello Bus Lines(MBL),9041,City,N,MB,DO,51,61,,2470.664,,2509.305,,"2,447.3",,236.6,,231.9,,"8,305.0",,"27,392.4",
,,,,,Total,,70,83,,2594.371,,2777.125,,"2,689.3",,253.6,,246.9,,"8,573.5",,"28,725.7",
CA,Monterey-Salinas Transit(MST),9062,Authority,N,DR,PT,24,33,,0,,1263.52,,"1,061.3",,70.8,,63.4,,115.8,,"1,134.8",
CA,Monterey-Salinas Transit(MST),9062,Authority,N,MB,PT,28,33,,991.05,,1270.578,,991.1,,76.3,,66.8,,571.5,,"2,580.8",
CA,Monterey-Salinas Transit(MST),9062,Authority,N,MB,DO,63,76,,3204.426,,3518.461,,"3,203.2",,216.0,,192.5,,"3,835.1",,"20,475.3",
,,,,,Total,,115,142,,4195.476,,6052.559,,"5,255.6",,363.1,,322.7,,"4,522.3",,"24,190.9",
CA,Napa County Transportation Planning Agency(NCTPA),9088,Authority,N,CB,PT,4,25,,237.321,,231.191,,227.7,,8.8,,7.7,,0.0,W,0.0,W
CA,Napa County Transportation Planning Agency(NCTPA),9088,Authority,N,DR,PT,14,25,,0,,343.837,,281.2,,31.6,,27.7,,0.0,W,0.0,W
CA,Napa County Transportation Planning Agency(NCTPA),9088,Authority,N,MB,PT,15,24,,832.662,,798.925,,782.7,,54.6,,52.2,,0.0,W,0.0,W
,,,,,Total,,33,74,,1069.983,,1373.953,,"1,291.6",,95.0,,87.6,,0.0,W,0.0,W
CA,North County Transit District(NCTD),9030,Authority,N,CR,PT,24,35,,1389.221,,1479.039,,"1,400.5",,40.6,,34.9,,"1,624.2",,"44,591.9",
CA,North County Transit District(NCTD),9030,Authority,N,DR,PT,3,5,,0,,28.789,,15.5,,1.5,,1.0,,3.5,,20.5,
CA,North County Transit District(NCTD),9030,Authority,N,DT,PT,44,44,,0,,1026.212,,"1,026.2",,62.0,,62.0,,130.4,,"1,104.7",
CA,North County Transit District(NCTD),9030,Authority,N,MB,PT,125,150,,5213.847,,5886.371,,"5,237.8",,423.4,,391.5,,"7,905.6",,"37,257.1",
CA,North County Transit District(NCTD),9030,Authority,N,YR,PT,8,12,,677.896,,668.757,,666.2,,30.4,,30.3,,"2,417.6",,"21,210.3",
,,,,,Total,,204,246,,7280.964,,9089.168,,"8,346.2",,557.8,,484.8,,"12,081.3",,"104,184.6",
CA,Norwalk Transit System(NTS),9022,City,N,DR,PT,5,7,,0,,58.5,,40.4,,7.1,,5.3,,16.0,,46.5,
CA,Norwalk Transit System(NTS),9022,City,N,DT,PT,2,2,,0,,17.401,,17.4,,1.0,,1.0,,4.5,,19.7,
CA,Norwalk Transit System(NTS),9022,City,N,MB,DO,22,33,,1115.787,,1112.641,,"1,087.2",,89.0,,86.9,,"2,126.9",,"7,719.9",
,,,,,Total,,29,42,,1115.787,,1188.542,,"1,145.0",,97.1,,93.2,,"2,147.4",,"7,786.1",
CA,Omnitrans(OMNI),9029,Authority,N,DR,PT,88,100,,0,,3463.879,,"2,940.1",,207.5,,183.6,,478.3,,"4,909.5",
CA,Omnitrans(OMNI),9029,Authority,N,MB,DO,137,168,,7564.052,,8136.589,,"7,549.3",,611.5,,585.2,,"15,523.5",,"74,462.4",
CA,Omnitrans(OMNI),9029,Authority,N,MB,PT,8,15,,360.299,,417.235,,360.3,,29.0,,27.2,,150.3,,380.1,
,,,,,Total,,233,283,,7924.351,,12017.703,,"10,849.6",,848.0,,796.0,,"16,152.1",,"79,752.1",
CA,Orange County Transportation Authority(OCTA),9036,Authority,N,DR,PT,478,653,,0,,12441.183,,"10,787.8",,748.9,,672.0,,"1,528.1",,"15,639.8",
CA,Orange County Transportation Authority(OCTA),9036,Authority,N,DT,PT,41,41,,0,,77.865,,77.9,,5.8,,5.8,,43.1,,102.8,
CA,Orange County Transportation Authority(OCTA),9036,Authority,N,MB,DO,329,414,,15722.665,,18354.852,,"15,712.6",,"1,413.0",,"1,310.4",,"48,444.0",,"187,136.2",
CA,Orange County Transportation Authority(OCTA),9036,Authority,N,MB,PT,126,160,,3376.202,,4835.249,,"3,375.0",,288.2,,233.1,,"4,086.9",,"24,511.0",
CA,Orange County Transportation Authority(OCTA),9036,Authority,N,VP,PT,415,456,,0,,7294.39,,"7,294.4",,178.4,,178.4,,"1,109.1",,"40,730.8",
,,,,,Total,,"1,389",1724,,19098.867,,43003.539,,"37,247.6",,"2,634.3",,"2,399.7",,"55,211.2",,"268,120.6",
CA,"Paratransit, Inc.",9223,Non-Profit,N,DR,DO,99,122,,0,,3693.255,,"3,080.5",,231.4,,202.0,,370.8,,"3,299.4",
CA,"Paratransit, Inc. CTSA",9224,Non-Profit,N,DR,DO,30,36,,0,,974.616,,733.3,,53.9,,40.6,,173.4,,"2,602.1",
CA,Paso Robles Transit Service(PE ),9195,City,Y,DR,PT,1,,,,,,,16.7,,,,1.3,,4.2,,,
CA,Paso Robles Transit Service(PE ),9195,City,Y,MB,PT,3,,,,,,,149.4,,,,10.9,,156.4,,,
,,,,,Total,,4,,,,,,,166.1,,,,12.2,,160.6,,,
CA,Peninsula Corridor Joint Powers Board dba: Caltrain(PCJPB),9134,Authority,N,CR,PT,100,118,,6424.97,,6556.105,,"6,418.7",,195.2,,183.9,,"12,999.3",,"280,076.4",
CA,Peninsula Corridor Joint Powers Board dba: Caltrain(PCJPB),9134,Authority,N,MB,PT,42,42,,1139.558,,1435.723,,"1,139.6",,138.8,,119.2,,"1,874.1",,"4,508.6",
,,,,,Total,,142,160,,7564.528,,7991.828,,"7,558.2",,334.0,,156.0,,"14,873.4",,"284,585.0",
CA,Placer County Department of Public Works(PCDPW),9196,City,N,CB,DO,1,2,,24.849,,45.993,,22.9,,1.4,,0.7,,19.1,,508.3,
CA,Placer County Department of Public Works(PCDPW),9196,City,N,CB,PT,3,4,,81.648,,162.648,,81.3,,4.0,,2.5,,64.6,,"1,719.1",
CA,Placer County Department of Public Works(PCDPW),9196,City,N,DR,DO,1,1,,0,,1.797,,0.6,,0.1,,0.0,,0.1,,0.6,
CA,Placer County Department of Public Works(PCDPW),9196,City,N,DR,PT,5,7,,0,,113.134,,95.1,,12.9,,12.4,,22.9,,91.3,
CA,Placer County Department of Public Works(PCDPW),9196,City,N,DT,PT,1,1,,0,,2.569,,2.6,,0.1,,0.1,,0.1,,2.6,
CA,Placer County Department of Public Works(PCDPW),9196,City,N,MB,DO,15,29,,1066.022,,1164.355,,"1,059.8",,52.6,,49.7,,681.5,,"5,693.9",
CA,Placer County Department of Public Works(PCDPW),9196,City,N,MB,PT,1,2,,55.107,,63.001,,60.9,,5.1,,4.0,,11.8,,62.3,
CA,Placer County Department of Public Works(PCDPW),9196,City,N,VP,PT,10,11,,0,,250.531,,250.5,,5.7,,5.7,,32.6,,"1,309.9",
,,,,,Total,,37,57,,1227.626,,1804.028,,"1,573.8",,81.7,,75.1,,832.6,,"9,387.9",
CA,Redding Area Bus Authority(RABA),9093,Authority,N,DR,PT,16,20,,0,,378.259,,325.0,,25.0,,19.2,,57.0,,434.2,
CA,Redding Area Bus Authority(RABA),9093,Authority,N,MB,PT,12,19,,578.433,,593.971,,578.4,,42.5,,40.9,,712.2,,"4,312.9",
,,,,,Total,,28,39,,578.433,,972.23,,903.4,,67.5,,60.1,,769.1,,"4,747.2",
CA,Riverside Transit Agency(RTA),9031,Authority,N,CB,DO,12,13,,375.358,,530.017,,373.0,,18.5,,13.0,,174.1,,"2,160.2",
CA,Riverside Transit Agency(RTA),9031,Authority,N,CB,PT,20,22,,844.009,,1246.27,,846.2,,44.3,,31.1,,176.2,,"4,257.1",
CA,Riverside Transit Agency(RTA),9031,Authority,N,DR,PT,75,83,,0,,3818.854,,"3,072.6",,193.4,,164.9,,372.3,,"4,393.4",
CA,Riverside Transit Agency(RTA),9031,Authority,N,DT,PT,10,10,,0,,134.051,,134.1,,4.8,,4.8,,7.6,,172.1,
CA,Riverside Transit Agency(RTA),9031,Authority,N,MB,DO,68,81,,3862.198,,4342.593,,"3,816.1",,303.2,,284.8,,"6,610.9",,"41,166.6",
CA,Riverside Transit Agency(RTA),9031,Authority,N,MB,PT,46,61,,2144.303,,2776.843,,"2,158.3",,153.6,,131.9,,"1,459.2",,"9,868.8",
,,,,,Total,,231,270,,7225.868,,12848.628,,"10,400.3",,717.7,,630.5,,"8,800.3",,"62,018.3",
CA,Roseville Transit,9168,City,Y,CB,PT,8,,,,,,,152.3,,,,6.3,,128.8,,,
CA,Roseville Transit,9168,City,Y,DR,PT,6,,,,,,,124.0,,,,10.8,,28.8,,,
CA,Roseville Transit,9168,City,Y,MB,PT,10,,,,,,,349.8,,,,29.6,,210.3,,,
,,,,,Total,,24,,,,,,,626.1,,,,46.6,,368.0,,,
CA,Sacramento Regional Transit District(Sacramento RT),9019,Authority,N,LR,DO,61,76,,3829.269,,3928.121,,"3,822.6",,203.3,,195.8,,"13,192.6",,"74,705.5",
CA,Sacramento Regional Transit District(Sacramento RT),9019,Authority,N,MB,DO,151,235,,5623.055,,6631.505,,"5,617.9",,539.4,,506.0,,"13,145.9",,"46,520.6",
,,,,,Total,,212,311,,9452.324,,10559.626,,"9,440.5",,742.7,,576.0,,"26,338.5",,"121,226.1",
CA,San Diego Association of Governments(SANDAG),9095,MPO,N,VP,PT,771,1105,,0,,18267.843,,"18,267.8",,392.3,,392.3,,"2,277.5",,"109,821.5",
CA,San Diego Metropolitan Transit System(MTS),9026,Authority,N,CB,PT,20,26,,347.602,,840.922,,350.0,,28.1,,12.9,,310.7,,"7,375.5",
CA,San Diego Metropolitan Transit System(MTS),9026,Authority,N,DR,PT,115,137,,0,,4299.289,,"3,010.3",,252.6,,176.5,,474.9,,"4,222.7",
CA,San Diego Metropolitan Transit System(MTS),9026,Authority,N,LR,DO,95,154,,7447.436,,7621.905,,"7,544.2",,433.4,,427.6,,"32,654.6",,"194,821.5",
CA,San Diego Metropolitan Transit System(MTS),9026,Authority,N,MB,PT,194,241,,7841.254,,8986.534,,"7,853.6",,779.8,,743.9,,"22,994.0",,"72,058.0",
CA,San Diego Metropolitan Transit System(MTS),9026,Authority,N,MB,DO,199,266,,8217.007,,9400.422,,"8,220.7",,797.8,,756.7,,"28,801.7",,"106,803.6",
,,,,,Total,,623,824,,23853.299,,31149.072,,"26,978.8",,"2,291.8",,"1,864.0",,"85,235.9",,"385,281.4",
CA,San Francisco Bay Area Rapid Transit District(BART),9003,Authority,N,HR,DO,534,666,,61060.343,,65238.184,,"63,439.1",,"2,123.2",,"1,813.6",,"118,674.8",,"1,545,718.0",
CA,San Francisco Bay Area Water Emergency Transportation Authority(WETA),9225,Authority,N,FB,PT,5,7,,79.486,,92.296,,82.2,,7.4,,6.6,,727.7,,"5,048.9",
CA,San Francisco Municipal Railway(MUNI),9015,City,N,CC,DO,27,40,,492.203,,309.093,,302.7,,137.3,,135.7,,"7,270.2",,"9,049.5",
CA,San Francisco Municipal Railway(MUNI),9015,City,N,DR,PT,116,124,,0,,1987.956,W,"1,673.0",W,182.4,W,156.2,W,498.6,,"5,339.7",
CA,San Francisco Municipal Railway(MUNI),9015,City,N,DT,PT,"1,478",1478,,0,,842.361,,842.4,,47.7,,47.7,,312.1,,842.4,
CA,San Francisco Municipal Railway(MUNI),9015,City,N,LR,DO,131,151,,5367.292,,5218.438,,"5,215.8",,546.2,,543.8,,"43,607.7",,"124,349.1",
CA,San Francisco Municipal Railway(MUNI),9015,City,N,MB,DO,397,459,,12238.131,,13343.643,,"12,066.1",,"1,553.9",,"1,452.3",,"95,625.4",,"218,069.7",
CA,San Francisco Municipal Railway(MUNI),9015,City,N,SR,DO,24,46,,683.983,,604.009,,604.0,,105.3,,105.3,,"8,078.2",,"11,894.4",
CA,San Francisco Municipal Railway(MUNI),9015,City,N,TB,DO,220,311,,6290.542,,6329.998,,"6,116.2",,972.3,,945.6,,"67,544.4",,"99,162.4",
,,,,,Total,,"2,393",2609,,25072.151,,28635.498,Q,"26,820.3",Q,"3,545.1",Q,"3,214.8",Q,"222,936.6",,"468,707.2",
CA,San Joaquin Regional Transit District(RTD),9012,Authority,N,CB,PT,16,22,,493.489,,617.476,,493.2,,25.8,,17.5,,207.2,,"11,934.8",
CA,San Joaquin Regional Transit District(RTD),9012,Authority,N,DT,PT,18,18,,0,,193.173,,193.2,,8.9,,8.9,,31.8,,197.0,
CA,San Joaquin Regional Transit District(RTD),9012,Authority,N,MB,DO,52,67,,1511.563,,1595.719,,"1,509.6",,135.1,,127.4,,"3,571.0",,"16,183.3",
CA,San Joaquin Regional Transit District(RTD),9012,Authority,N,MB,PT,22,27,,740.386,,847.861,,702.2,,52.9,,47.7,,417.0,,"1,893.1",
,,,,,Total,,108,134,,2745.438,,3254.229,,"2,898.2",,222.7,,201.6,,"4,227.0",,"30,208.2",
CA,San Luis Obispo Regional Transit Authority(SLORTA),9206,Authority,N,CB,DO,1,2,,52.118,,53.197,,52.1,,1.3,,1.0,,8.1,,219.8,
CA,San Luis Obispo Regional Transit Authority(SLORTA),9206,Authority,N,DR,DO,17,20,,0,,612.051,,522.7,,32.6,,27.2,,47.0,,431.4,
CA,San Luis Obispo Regional Transit Authority(SLORTA),9206,Authority,N,MB,DO,19,25,,1207.842,,1523.104,,"1,208.6",,59.4,,46.6,,902.7,,"14,236.3",
,,,,,Total,,37,47,,1259.96,,2188.352,,"1,783.4",,93.2,,74.9,,957.8,,"14,887.5",
CA,San Mateo County Transit District(SamTrans),9009,Authority,N,DR,PT,86,93,,0,,2437.974,,"2,120.1",,171.1,,153.9,,262.0,,"2,324.6",
CA,San Mateo County Transit District(SamTrans),9009,Authority,N,DT,PT,10,10,,0,,416.439,,416.4,,15.9,,15.9,,42.5,,416.6,
CA,San Mateo County Transit District(SamTrans),9009,Authority,N,MB,PT,71,84,,2377.423,,3361.808,,"2,377.3",,218.9,,176.6,,"3,158.1",,"22,600.1",
CA,San Mateo County Transit District(SamTrans),9009,Authority,N,MB,DO,195,234,,4194.104,,5811.417,,"4,192.8",,497.7,,424.6,,"9,960.2",,"42,828.8",
,,,,,Total,,362,421,,6571.527,,12027.638,,"9,106.6",,903.6,,771.1,,"13,422.7",,"68,170.1",
CA,Santa Barbara Metropolitan Transit District(SBMTD),9020,Authority,N,CB,DO,4,5,,80.71,,103.42,,77.3,,2.5,,1.9,,17.0,,684.9,
CA,Santa Barbara Metropolitan Transit District(SBMTD),9020,Authority,N,DR,PT,16,17,,0,,514.851,,419.7,,38.0,,28.5,,51.6,,272.1,
CA,Santa Barbara Metropolitan Transit District(SBMTD),9020,Authority,N,MB,DO,83,101,,2532.612,,2878.875,,"2,510.2",,225.2,,201.7,,"7,931.4",,"33,936.8",
,,,,,Total,,103,123,,2613.322,,3497.146,,"3,007.3",,265.7,,232.2,,"8,000.0",,"34,893.9",
CA,Santa Clara Valley Transportation Authority(VTA),9013,Authority,N,DR,PT,200,228,,0,,6867.078,,"5,947.9",,348.0,,301.0,,775.6,,"8,197.4",
CA,Santa Clara Valley Transportation Authority(VTA),9013,Authority,N,LR,DO,55,99,,3318.438,,3317.442,,"3,084.1",,210.3,,194.7,,"10,372.9",,"56,050.6",
CA,Santa Clara Valley Transportation Authority(VTA),9013,Authority,N,MB,PT,11,12,,186.861,,230.9,,186.9,,18.5,,16.8,,284.6,,"1,158.5",
CA,Santa Clara Valley Transportation Authority(VTA),9013,Authority,N,MB,DO,346,440,,14419.038,,17046.223,,"14,374.3",,"1,292.6",,"1,188.3",,"32,053.8",,"169,320.6",
,,,,,Total,,612,779,,17924.337,,27461.643,,"23,593.2",,"1,869.4",,"1,643.5",,"43,486.8",,"234,727.1",
CA,Santa Clarita Transit(SCT),9171,City,N,DR,PT,22,26,,0,,871.34,,709.4,,58.2,,48.3,,118.4,,"1,014.3",
CA,Santa Clarita Transit(SCT),9171,City,N,MB,PT,70,83,,2794.485,,3189.577,,"2,791.9",,180.9,,161.6,,"3,508.3",,"37,398.6",
,,,,,Total,,92,109,,2794.485,,4060.917,,"3,501.3",,239.1,,209.9,,"3,626.7",,"38,412.8",
CA,Santa Cruz Metropolitan Transit District(SCMTD),9006,Authority,N,CB,DO,11,15,,614.997,,727.92,,614.8,,28.1,,23.2,,339.0,,"10,862.9",
CA,Santa Cruz Metropolitan Transit District(SCMTD),9006,Authority,N,DR,DO,29,37,,0,,560.825,,390.6,,52.0,,41.0,,80.5,,504.9,
CA,Santa Cruz Metropolitan Transit District(SCMTD),9006,Authority,N,DR,PT,6,6,,0,,68.328,,57.8,,6.1,,5.2,,11.8,,67.8,
CA,Santa Cruz Metropolitan Transit District(SCMTD),9006,Authority,N,MB,DO,69,85,,2379.356,,2743.08,,"2,376.8",,199.0,,180.8,,"5,032.1",,"22,418.2",
,,,,,Total,,115,143,,2994.353,,4100.153,,"3,440.1",,285.1,,250.1,,"5,463.4",,"33,853.8",
CA,Santa Maria Area Transit(SMAT),9087,City,N,DR,PT,6,9,,0,,167.697,,153.5,,11.0,,10.4,,29.3,,0.0,
CA,Santa Maria Area Transit(SMAT),9087,City,N,MB,PT,28,37,,1255.147,,1340.769,,"1,255.3",,70.9,,67.2,,"1,117.4",,0.0,
,,,,,Total,,34,46,,1255.147,,1508.466,,"1,408.7",,81.9,,77.6,,"1,146.7",,0.0,
CA,Santa Monica's Big Blue Bus(Big Blue Bus ),9008,City,N,DR,PT,5,6,,0,,74.631,,68.4,,10.9,,9.2,,25.9,,63.7,
CA,Santa Monica's Big Blue Bus(Big Blue Bus ),9008,City,N,MB,DO,157,212,,5303.832,,5846.989,,"5,296.0",,534.3,,505.1,,"21,288.1",,"80,017.3",
,,,,,Total,,162,218,,5303.832,,5921.62,,"5,364.3",,545.2,,514.3,,"21,314.0",,"80,081.0",
CA,Simi Valley Transit(SVT),9050,City,Y,DR,DO,11,,,,,,,180.8,,,,17.5,,45.8,,,
CA,Simi Valley Transit(SVT),9050,City,Y,MB,DO,6,,,,,,,420.3,,,,25.8,,418.0,,,
,,,,,Total,,17,,,,,,,601.1,,,,43.3,,463.7,,,
CA,Solano County Transit(SolTrans),9232,City,N,DR,PT,21,23,,0,,203.952,,172.4,,16.4,,13.9,,35.2,,0.0,
CA,Solano County Transit(SolTrans),9232,City,N,MB,PT,38,57,,2045,,2048.344,,"1,963.1",,106.6,,97.9,,"1,442.2",,0.0,
,,,,,Total,,59,80,,2045,,2252.296,,"2,135.4",,123.0,,111.8,,"1,477.5",,0.0,
CA,Sonoma County Transit,9089,City,N,DR,PT,25,29,,0,,678.088,,519.0,,43.4,,34.6,,41.0,,463.3,
CA,Sonoma County Transit,9089,City,N,MB,PT,38,49,,1384.897,,1767.255,,"1,378.0",,95.3,,80.9,,"1,347.2",,"12,515.4",
