State,Name,ID,Org Type,Mode,TOS,VOMS,Vehicles Available for Maximum Service,, Annual Scheduled Vehicle Revenue Miles,,Annual Vehicle Miles,,Annual Vehicle Revenue Miles,,Annual Vehicle Hours,,Annual Vehicle Revenue Hours,,Unlinked Passenger Trips,,Passenger Miles Traveled,,
,,,,Total,,83,94.0,,"1,452.5",,"2,861.4",,"2,595.5",,216.9,,196.7,,"2,098.7",,"8,962.0",,
PR,Department of Transportation and Public Works (DTPW),4105,C,PB,PT,"2,355","3,718.0",,0.0,,"30,576.5",,"28,452.6",,"2,384.9",,"2,215.9",,"30,491.3",,"158,026.4",,
PR,Metropolitan Bus Authority (MBA),4086,A,DR,DO,35,45.0,,0.0,,948.4,,779.2,,99.8,,78.8,,120.7,,649.2,,
PR,Metropolitan Bus Authority (MBA),4086,A,MB,DO,181,274.0,,"8,263.2",,"7,214.5",,"6,295.3",,716.8,,657.2,,"17,927.4",,"66,061.4",,
,,,,Total,,216,319.0,,"8,263.2",,"8,162.9",,"7,074.6",,816.6,,736.0,,"18,048.1",,"66,710.6",,
PR,Puerto Rico Highway and Transportation Authority (PRHTA),4094,B,HR,PT,40,74.0,,"3,248.3",,"3,364.6",,"3,262.0",,205.3,,200.9,,"7,822.8",,"40,612.2",,
PR,Puerto Rico Highway and Transportation Authority (PRHTA),4094,B,MB,PT,24,24.0,,919.1,,761.4,,692.8,,142.9,,128.6,,"2,450.1",,"4,900.3",,
,,,,Total,,64,98.0,,"4,167.3",,"4,126.0",,"3,954.9",,348.2,,178.9,,"10,272.9",,"45,512.5",,
PR,Puerto Rico Ports Authority (PRPA),4070,A,FB,DO,15,15.0,,261.2,,337.1,,337.1,,27.2,,27.2,,982.5,Q,"3,547.0",,
RI,Bonanza (BZ),1116,E,MB,DO,5,7.0,,508.9,,499.5,,494.3,,21.6,,21.4,,198.4,,"9,939.0",,
RI,Rhode Island Public Transit Authority (RIPTA),1001,B,DR,PT,34,37.0,,0.0,,"1,425.4",,"1,310.4",,102.6,,95.6,,206.5,,"2,275.0",,
RI,Rhode Island Public Transit Authority (RIPTA),1001,B,DR,DO,86,113.0,,0.0,,"3,379.0",,"2,832.2",,249.7,,223.5,,483.9,,"5,088.7",,
RI,Rhode Island Public Transit Authority (RIPTA),1001,B,MB,DO,208,256.0,,"7,599.1",,"9,321.8",,"7,742.8",,667.3,,611.9,,"20,621.0",,"87,502.8",,
,,,,Total,,328,406.0,,"7,599.1",,"14,126.2",,"11,885.4",,"1,019.7",,931.0,,"21,311.4",,"94,866.5",,
SC,Central Midlands Regional Transit Authority (CMRTA),4141,B,DR,PT,22,25.0,,0.0,,717.0,,645.3,,39.8,,35.8,,85.6,,910.3,,
SC,Central Midlands Regional Transit Authority (CMRTA),4141,B,MB,PT,33,42.0,,"1,577.5",,"1,658.5",,"1,576.4",,114.7,,111.4,,"2,188.5",,"10,997.3",,
,,,,Total,,55,67.0,,"1,577.5",,"2,375.5",,"2,221.6",,154.5,,147.2,,"2,274.1",,"11,907.6",,
SC,Charleston Area Regional Transportation Authority (CARTA),4110,B,DR,PT,21,26.0,,0.0,,625.0,,555.0,,40.7,,36.3,,63.9,,689.3,,
SC,Charleston Area Regional Transportation Authority (CARTA),4110,B,MB,PT,66,82.0,,"2,752.0",,"2,864.4",,"2,808.3",,215.6,,213.8,,"2,959.3",,"15,772.6",,
,,,,Total,,87,108.0,,"2,752.0",,"3,489.5",,"3,363.2",,256.3,,250.0,,"3,023.1",,"16,461.9",,
SC,Greenville Transit Authority (GTA),4053,A,DR,DO,3,4.0,,0.0,,73.5,,64.6,,6.1,,5.4,,8.1,,50.3,,
SC,Greenville Transit Authority (GTA),4053,A,MB,DO,11,19.0,,666.0,,672.1,,663.6,,43.9,,42.7,,832.2,,"3,573.4",,
,,,,Total,,14,23.0,,666.0,,745.5,,728.2,,50.0,,48.1,,840.3,,"3,623.7",,
SC,Pee Dee Regional Transportation Authority (PDRTA),4056,A,DR,DO,117,122.0,,0.0,,"4,183.1",Q,"2,844.5",Q,169.7,Q,115.4,Q,477.3,,"6,848.6",,
SC,Pee Dee Regional Transportation Authority (PDRTA),4056,A,MB,DO,5,7.0,,134.5,,155.7,Q,140.1,Q,13.0,Q,12.6,Q,54.1,,221.4,,
,,,,Total,,122,129.0,,134.5,,"4,338.8",,"2,984.6",,182.7,,128.0,,531.4,,"7,070.0",,
SC,Santee Wateree Regional Transportation Authority (SWRTA),4100,A,DR,DO,8,9.0,,0.0,,200.9,,148.7,,10.1,,7.3,,18.1,,310.9,,
SC,Santee Wateree Regional Transportation Authority (SWRTA),4100,A,MB,DO,24,25.0,,577.4,,717.3,,577.4,,31.5,,25.4,,247.7,,"2,721.7",,
SC,Santee Wateree Regional Transportation Authority (SWRTA),4100,A,VP,DO,1,2.0,,0.0,,27.9,,27.9,,1.0,,1.0,,7.9,,275.8,,
,,,,Total,,33,36.0,,577.4,,946.2,,754.0,,42.6,,33.7,,273.6,,"3,308.3",,
SC,Spartanburg County Transportation Services (sctsb),4088,B,DR,PT,35,39.0,,0.0,,"1,640.5",,"1,492.9",,114.8,,102.8,,214.8,,"3,144.9",,
SC,Spartanburg Transit System (SPARTA),4101,A,MB,DO,8,11.0,,274.9,,291.4,,271.6,,22.4,,21.2,,547.4,,"2,536.7",,
SC,Waccamaw Regional Transportation Authority (The Coast RTA),4102,A,DR,DO,3,3.0,,0.0,,133.6,,126.8,,7.6,,7.4,,13.2,,185.4,,
SC,Waccamaw Regional Transportation Authority (The Coast RTA),4102,A,MB,DO,22,25.0,,760.6,,823.7,,760.6,,61.8,,57.3,,355.2,,"1,522.4",,
,,,,Total,,25,28.0,,760.6,,957.3,,887.4,,69.5,,64.7,,368.4,,"1,707.8",,
SD,Rapid Transit System,8014,A,DR,DO,12,13.0,,0.0,,261.3,,251.6,,21.9,,21.4,,89.0,,417.2,,
SD,Rapid Transit System,8014,A,MB,DO,6,9.0,,200.3,,208.8,,200.5,,16.1,,15.6,,217.6,,838.6,,
,,,,Total,,18,22.0,,200.3,,470.1,,452.2,,38.0,,36.9,,306.6,,"1,255.8",,
SD,Sioux Falls Transit,8002,B,DR,PT,22,30.0,,0.0,,567.4,Q,563.9,Q,47.4,Q,45.7,Q,126.6,,708.1,,
SD,Sioux Falls Transit,8002,B,MB,PT,28,30.0,,698.4,,706.0,,698.4,,50.8,,49.9,,803.5,Q,"4,572.4",Q,
,,,,Total,,50,60.0,,698.4,,"1,273.4",,"1,262.3",,98.2,,95.6,,930.0,,"5,280.4",,
TN,Chattanooga Area Regional Transportation Authority (CARTA),4001,B,DR,PT,7,8.0,,0.0,,46.1,,36.0,,7.2,,5.2,,26.6,,120.3,,
TN,Chattanooga Area Regional Transportation Authority (CARTA),4001,B,DR,DO,12,14.0,,0.0,,480.3,,413.0,,36.4,,32.3,,40.8,,291.1,,
TN,Chattanooga Area Regional Transportation Authority (CARTA),4001,B,IP,DO,2,2.0,,14.4,,14.4,,14.4,,4.9,,4.9,,355.7,,355.7,,
TN,Chattanooga Area Regional Transportation Authority (CARTA),4001,B,MB,DO,49,54.0,,"2,107.0",,"2,113.3",,"1,978.9",,161.4,,156.4,,"2,524.3",,"11,425.9",,
,,,,Total,,70,78.0,,"2,121.5",,"2,654.1",,"2,442.4",,209.9,,198.8,,"2,947.4",,"12,193.0",,
TN,Clarksville Transit System (CTS),4092,A,DR,DO,8,10.0,,0.0,,342.7,,320.0,,23.4,,22.5,,35.9,,211.6,,
TN,Clarksville Transit System (CTS),4092,A,MB,DO,12,18.0,,784.0,,787.2,,782.2,,50.9,,50.4,,622.4,,"3,373.9",,
,,,,Total,,20,28.0,,784.0,,"1,129.9",,"1,102.1",,74.3,,72.8,,658.3,,"3,585.5",,
TN,Jackson Transit Authority (JTA),4057,A,DR,DO,5,7.0,,0.0,,193.4,,192.4,,14.4,,14.2,,37.3,,266.5,,
TN,Jackson Transit Authority (JTA),4057,A,MB,DO,8,14.0,,552.7,,553.7,,552.1,,41.3,,41.2,,477.8,,"1,973.1",,
,,,,Total,,13,21.0,,552.7,,747.0,,744.5,,55.7,,55.4,,515.1,,"2,239.6",,
TN,Johnson City Transit System (JCT),4054,A,DR,DO,10,28.0,,0.0,,231.3,,175.4,,30.9,,23.9,,101.0,,411.8,,
TN,Johnson City Transit System (JCT),4054,A,MB,DO,9,27.0,,351.5,,356.3,,351.2,,25.4,,25.1,,431.5,,"1,558.5",,
,,,,Total,,19,55.0,,351.5,,587.6,,526.6,,56.3,,49.0,,532.5,,"1,970.4",,
TN,Knoxville Area Transit (KAT),4002,A,DR,DO,18,18.0,,0.0,,644.4,,548.7,,43.9,,37.4,,56.2,,482.8,,
TN,Knoxville Area Transit (KAT),4002,A,MB,DO,73,101.0,,"2,729.9",,"2,940.6",,"2,728.5",,234.3,,218.8,,"3,276.7",,"11,828.8",,
,,,,Total,,91,119.0,,"2,729.9",,"3,585.1",,"3,277.2",,278.2,,256.1,,"3,332.8",,"12,311.6",,
TN,Memphis Area Transit Authority (MATA),4003,A,DR,DO,44,61.0,,0.0,,"2,450.3",,"2,084.4",,145.3,,129.6,,257.7,,"2,948.8",,
TN,Memphis Area Transit Authority (MATA),4003,A,LR,DO,12,17.0,,451.4,,452.4,,450.9,,60.7,,60.4,,"1,031.2",,873.9,,
TN,Memphis Area Transit Authority (MATA),4003,A,MB,DO,138,166.0,,"6,298.5",,"7,323.9",,"6,268.1",,453.8,,399.9,,"10,452.4",,"60,788.2",,
,,,,Total,,194,244.0,,"6,749.8",,"10,226.5",,"8,803.3",,659.8,,589.9,,"11,741.3",,"64,610.9",,
TN,Metropolitan Transit Authority (MTA),4004,B,DR,PT,6,8.0,,0.0,,183.2,,183.2,,11.7,,11.7,,15.8,,158.1,,
TN,Metropolitan Transit Authority (MTA),4004,B,DR,DO,48,59.0,,0.0,,"2,036.2",,"1,672.0",,121.3,,104.1,,195.4,,"2,124.5",,
TN,Metropolitan Transit Authority (MTA),4004,B,MB,DO,116,137.0,,"4,201.3",,"4,738.6",,"4,198.7",,328.3,,303.6,,"8,644.5",,"37,652.6",,
,,,,Total,,170,204.0,,"4,201.3",,"6,958.0",,"6,053.8",,461.3,,419.4,,"8,855.7",,"39,935.1",,
TN,Regional Transportation Authority (RTA),4159,B,CR,PT,5,7.0,,156.4,,160.1,,156.4,,6.2,,5.7,,108.0,,"1,932.9",,
TN,Regional Transportation Authority (RTA),4159,B,VP,DO,17,17.0,,0.0,,277.2,,277.2,,10.3,,10.3,,117.1,,"3,742.9",,
,,,,Total,,22,24.0,,156.4,,437.3,,433.7,,16.5,,11.8,,225.1,,"5,675.8",,
TX,Abilene Transit System (CityLink),6040,A,DR,DO,16,23.0,,0.0,,651.4,,631.8,,49.1,,47.6,,110.5,,595.8,,
TX,Abilene Transit System (CityLink),6040,A,MB,DO,16,23.0,,435.9,,440.1,,435.9,,31.7,,30.7,,485.8,,"2,075.0",,
,,,,Total,,32,46.0,,435.9,,"1,091.5",,"1,067.8",,80.7,,78.3,,596.3,,"2,670.9",,
TX,Amarillo City Transit (ACT),6001,A,DR,DO,5,7.0,,0.0,,231.9,,212.8,,17.5,,16.2,,29.2,,220.4,,
TX,Amarillo City Transit (ACT),6001,A,MB,DO,12,17.0,,677.6,,673.4,,658.1,,40.8,,39.9,,381.2,,"1,397.8",,
,,,,Total,,17,24.0,,677.6,,905.3,,870.8,,58.4,,56.1,,410.4,,"1,618.2",,
TX,Beaumont Municipal Transit System (BMT),6016,E,DR,DO,5,9.0,,0.0,,203.9,,142.4,,15.9,,10.3,,23.1,,152.2,,
TX,Beaumont Municipal Transit System (BMT),6016,E,MB,DO,12,19.0,,727.4,,731.5,,724.5,,51.8,,51.2,,633.7,,"2,742.4",,
,,,,Total,,17,28.0,,727.4,,935.4,,867.0,,67.6,,61.5,,656.9,,"2,894.6",,
TX,Brazos Transit District (The District),6059,B,DR,DO,5,6.0,,0.0,,184.7,,157.2,,9.5,,8.3,,17.8,,144.3,,
TX,Brazos Transit District (The District),6059,B,MB,DO,7,8.0,,434.7,,450.4,,431.0,,25.2,,24.3,,351.2,,"1,007.8",,
TX,Brazos Transit District (The District),6059,B,MB,PT,15,16.0,,391.6,,391.6,,391.6,,14.7,,14.7,,388.2,,"12,033.8",,
,,,,Total,,27,30.0,,826.3,,"1,026.6",,979.7,,49.4,,47.4,,757.2,,"13,185.9",,
TX,Capital Metropolitan Transportation Authority (CMTA),6048,B,DR,PT,126,178.0,,0.0,,"1,495.4",,"1,477.9",,73.4,,72.7,,252.0,,"1,469.0",,
TX,Capital Metropolitan Transportation Authority (CMTA),6048,B,DR,DO,78,95.0,,0.0,,"3,321.9",,"2,879.2",,245.9,,213.3,,422.6,,"3,396.8",,
TX,Capital Metropolitan Transportation Authority (CMTA),6048,B,MB,PT,119,148.0,,"4,468.8",,"4,713.0",,"4,156.0",,334.8,,307.6,,"9,536.6",,"31,196.6",,
TX,Capital Metropolitan Transportation Authority (CMTA),6048,B,MB,DO,212,272.0,,"9,606.8",,"11,050.0",,"9,599.2",,841.7,,779.2,,"23,504.1",,"94,403.1",,
TX,Capital Metropolitan Transportation Authority (CMTA),6048,B,VP,DO,162,165.0,,0.0,,"1,533.1",,"1,533.1",,52.0,,52.0,,324.4,,"6,125.9",,
,,,,Total,,697,858.0,,"14,075.6",,"22,113.4",,"19,645.5",,"1,547.8",,"1,424.8",,"34,039.6",,"136,591.4",,
TX,"City Transit Management Company, Inc. (Citibus)",6010,A,DR,DO,22,28.0,,0.0,,593.9,,551.3,,40.4,,34.9,,92.9,,586.8,,
TX,"City Transit Management Company, Inc. (Citibus)",6010,A,MB,DO,53,68.0,,"1,676.3",,"1,685.8",,"1,674.5",,126.5,,124.5,,"2,970.4",,"8,644.0",,
,,,,Total,,75,96.0,,"1,676.3",,"2,279.6",,"2,225.8",,166.9,,159.5,,"3,063.3",,"9,230.8",,
TX,City of Brownsville - Brownsville Urban System (BUS),6014,A,DR,DO,8,13.0,,0.0,,240.8,,222.3,,21.5,,19.3,,55.3,,302.6,,
TX,City of Brownsville - Brownsville Urban System (BUS),6014,A,MB,DO,18,27.0,,810.9,,840.4,,792.0,,68.5,,66.3,,"1,737.5",,"15,411.6",,
,,,,Total,,26,40.0,,810.9,,"1,081.2",,"1,014.3",,90.0,,85.6,,"1,792.8",,"15,714.2",,
TX,City of Grand Prairie Transportation Services Department (Grand Connection),6068,A,DR,DO,7,11.0,,0.0,,132.3,,111.9,,13.4,,12.3,,40.0,,262.7,,
TX,City of Mesquite (MTED),6070,A,DR,DO,12,15.0,,0.0,,298.5,,276.2,,20.5,,19.2,,38.1,,466.7,,
TX,Concho Valley Transit District (CVTD),6102,A,DR,DO,45,45.0,,0.0,,799.7,,485.7,,40.5,,21.2,,131.9,,799.7,,
TX,Concho Valley Transit District (CVTD),6102,A,MB,DO,6,9.0,,398.4,,411.5,,398.1,,23.8,,22.1,,182.9,,398.1,,
,,,,Total,,51,54.0,,398.4,,"1,211.2",,883.8,,64.3,,43.3,,314.8,,"1,197.8",,
TX,Corpus Christi Regional Transportation Authority (The B),6051,B,DR,PT,30,31.0,,0.0,,"1,449.1",,"1,253.4",,74.4,,67.4,,190.8,,"1,676.9",,
TX,Corpus Christi Regional Transportation Authority (The B),6051,B,MB,PT,12,14.0,,609.8,,730.9,,613.6,,33.6,,30.4,,526.4,,"4,647.9",,
TX,Corpus Christi Regional Transportation Authority (The B),6051,B,MB,DO,46,61.0,,"2,137.8",,"2,303.0",,"2,173.7",,175.5,,168.1,,"4,449.6",,"13,482.4",,
TX,Corpus Christi Regional Transportation Authority (The B),6051,B,VP,DO,3,3.0,,0.0,,16.9,,16.9,,0.7,,0.7,,9.2,,191.4,,
,,,,Total,,91,109.0,,"2,747.6",,"4,499.9",,"4,057.7",,284.2,,266.6,,"5,176.0",,"19,998.6",,
TX,"Dallas - VPSI, Inc.",6084,D,VP,DO,161,168.0,,0.0,,"3,419.3",,"3,419.3",,79.3,,79.3,,485.6,,"18,489.1",,
TX,Dallas Area Rapid Transit (DART),6056,B,CR,PT,21,36.0,,552.6,,586.9,,552.6,,26.3,,25.4,,"1,476.1",,"16,530.6",,
TX,Dallas Area Rapid Transit (DART),6056,B,DR,PT,169,199.0,,0.0,,"9,577.0",,"7,406.1",,554.2,,451.0,,822.3,,"11,185.2",,
TX,Dallas Area Rapid Transit (DART),6056,B,LR,DO,85,115.0,,"5,224.5",,"5,300.6",,"5,224.5",,252.8,,243.4,,"17,892.5",,"138,867.3",,
TX,Dallas Area Rapid Transit (DART),6056,B,MB,DO,559,740.0,,"27,722.9",,"32,272.1",,"27,667.0",,"2,173.7",,"1,990.9",,"53,266.5",,"241,312.5",,
TX,Dallas Area Rapid Transit (DART),6056,B,VP,DO,92,103.0,,0.0,,"1,952.1",,"1,952.1",,47.6,,47.6,,492.2,,"20,802.8",,
,,,,Total,,926,"1,193.0",,"33,500.1",,"49,688.8",,"42,802.3",,"3,054.6",,"2,621.4",,"73,949.6",,"428,698.3",,
TX,Denton County Transportation Authority (DCTA),6101,A,DR,DO,9,17.0,,0.0,,285.5,,250.8,,24.9,,22.0,,36.8,,228.6,,
TX,Denton County Transportation Authority (DCTA),6101,A,MB,DO,43,64.0,,"1,205.8",,"1,363.5",,"1,196.5",,89.1,,82.2,,"1,743.6",,"5,390.4",,
,,,,Total,,52,81.0,,"1,205.8",,"1,648.9",,"1,447.3",,114.0,,104.2,,"1,780.4",,"5,619.0",,
TX,Fort Bend County Public Transportation (Fort Bend Transit),6103,B,DR,PT,8,8.0,,0.0,,403.1,,299.1,,21.9,,19.4,,31.0,,344.0,,
TX,Fort Bend County Public Transportation (Fort Bend Transit),6103,B,MB,PT,9,9.0,,359.0,Q,559.0,Q,359.0,Q,18.1,,13.6,,87.2,,"1,616.3",Q,
,,,,Total,,17,17.0,,359.0,,962.1,,658.1,,40.0,,32.9,,118.2,,"1,960.2",,
TX,Fort Worth Transportation Authority (The T),6007,B,CR,PT,15,17.0,,584.6,,719.9,,584.6,,26.0,,22.5,,999.4,,"16,750.1",,
TX,Fort Worth Transportation Authority (The T),6007,B,DR,DO,35,38.0,,0.0,,"1,543.9",,"1,314.2",,91.1,,78.9,,154.0,,"1,973.2",,
TX,Fort Worth Transportation Authority (The T),6007,B,DR,PT,38,43.0,,0.0,,"1,498.0",,"1,404.2",,89.2,,84.7,,185.0,,"1,480.0",,
TX,Fort Worth Transportation Authority (The T),6007,B,MB,DO,123,147.0,,"4,107.3",,"4,608.2",,"4,167.7",,382.8,,358.7,,"6,182.8",,"35,562.9",,
TX,Fort Worth Transportation Authority (The T),6007,B,MB,PT,3,5.0,,25.4,,31.2,,25.4,,4.1,,3.5,,53.4,,93.5,,
,,,,Total,,214,250.0,,"4,717.3",,"8,401.3",,"7,496.1",,593.3,,533.4,,"7,574.7",,"55,859.7",,
TX,Golden Crescent Regional Planning Commssion (VICTORIA TRANSIT),6095,A,DR,DO,5,7.0,,0.0,,121.3,,105.4,,12.9,,12.4,,15.9,,263.1,,
TX,Golden Crescent Regional Planning Commssion (VICTORIA TRANSIT),6095,A,MB,DO,7,11.0,,256.3,,264.8,,255.6,,20.1,,19.7,,232.5,,502.1,,
,,,,Total,,12,18.0,,256.3,,386.1,,361.0,,33.0,,32.1,,248.3,,765.2,,
TX,Handitran Special Transit Division - City of Arlington (Handitran),6041,B,DR,PT,7,7.0,,0.0,,317.5,,317.5,,18.8,,18.8,,40.3,,304.2,,
TX,Handitran Special Transit Division - City of Arlington (Handitran),6041,B,DR,DO,12,17.0,,0.0,,395.4,Q,361.2,Q,30.8,Q,25.5,Q,60.3,,490.1,,
,,,,Total,,19,24.0,,0.0,,712.8,,678.6,,49.5,,44.3,,100.5,,794.2,,
TX,Hill Country Transit District (The Hop),6091,A,DR,DO,73,96.0,,0.0,,"1,582.3",,"1,343.1",,84.6,,75.2,,238.1,,"2,028.4",Q,
TX,Hill Country Transit District (The Hop),6091,A,MB,DO,9,19.0,,391.9,,414.4,,391.8,,27.1,,26.0,,276.5,,"1,126.6",,
,,,,Total,,82,115.0,,391.9,,"1,996.7",,"1,734.9",,111.6,,101.3,,514.6,,"3,155.0",,
TX,Island Transit (I T),6015,A,DR,DO,4,6.0,,0.0,,114.4,,105.4,,9.1,,8.7,,26.9,,100.7,,
TX,Island Transit (I T),6015,A,LR,DO,4,4.0,,38.0,,39.0,,36.9,Q,5.9,,5.5,,31.3,,40.4,,
TX,Island Transit (I T),6015,A,MB,DO,13,20.0,,568.8,,577.9,,550.7,,50.3,,48.5,,"1,060.7",,825.3,Q,
,,,,Total,,21,30.0,,606.8,,731.4,,693.0,,65.3,,62.7,,"1,118.9",,966.4,,
TX,"Laredo Transit Management, Inc. (El Metro)",6009,A,DR,DO,15,18.0,,0.0,,329.4,,279.9,,33.6,,30.6,,51.5,,257.0,,
TX,"Laredo Transit Management, Inc. (El Metro)",6009,A,MB,DO,34,49.0,,"1,741.5",,"1,767.9",,"1,716.1",,165.2,,161.6,,"4,324.4",,"13,311.1",,
,,,,Total,,49,67.0,,"1,741.5",,"2,097.4",,"1,996.0",,198.8,,192.2,,"4,375.9",,"13,568.1",,
TX,Lower Rio Grande Valley Development Council (LRGVDC),6090,A,DR,DO,6,8.0,,0.0,,136.6,,113.8,,7.8,,6.9,,30.0,,178.1,,
TX,Lower Rio Grande Valley Development Council (LRGVDC),6090,A,MB,DO,6,12.0,,237.8,,284.3,,236.9,,14.0,,12.3,,22.9,,278.9,,
,,,,Total,,12,20.0,,237.8,,420.8,,350.7,,21.8,,19.2,,52.9,,457.0,,
TX,Mass Transit Department - City of El Paso (Sun Metro),6006,B,DR,PT,24,28.0,,0.0,,140.2,,140.2,,6.4,,6.4,,19.0,,140.2,,
TX,Mass Transit Department - City of El Paso (Sun Metro),6006,B,DR,DO,50,63.0,,0.0,,"2,523.3",,"2,091.4",,140.1,,124.1,,295.9,,"2,241.8",,
TX,Mass Transit Department - City of El Paso (Sun Metro),6006,B,MB,DO,110,149.0,,"6,523.7",,"6,965.7",,"6,418.1",,537.8,,503.1,,"11,684.8",,"59,347.3",,
,,,,Total,,184,240.0,,"6,523.7",,"9,629.3",,"8,649.8",,684.2,,633.5,,"11,999.6",,"61,729.3",,
TX,"Metropolitan Transit Authority of Harris County, Texas (Metro)",6008,B,DR,PT,398,"1,112.0",,0.0,,"16,328.8",,"14,085.1",,863.9,,785.7,,"1,440.3",,"17,016.5",,
TX,"Metropolitan Transit Authority of Harris County, Texas (Metro)",6008,B,LR,DO,17,18.0,,878.1,,888.5,,877.4,,78.6,,63.5,,"11,709.0",,"28,317.8",,
TX,"Metropolitan Transit Authority of Harris County, Texas (Metro)",6008,B,MB,PT,183,211.0,,"8,575.6",,"10,557.6",,"8,557.5",,632.5,,561.4,,"16,356.3",,"96,683.8",,
TX,"Metropolitan Transit Authority of Harris County, Texas (Metro)",6008,B,MB,DO,837,"1,079.0",,"30,815.8",,"36,318.4",,"30,605.3",,"2,384.1",,"2,159.5",,"69,390.5",,"397,539.4",,
TX,"Metropolitan Transit Authority of Harris County, Texas (Metro)",6008,B,VP,PT,545,566.0,,0.0,,"8,596.7",,"8,596.7",,236.2,,236.2,,"1,972.4",,"63,116.8",,
,,,,Total,,"1,980","2,986.0",,"40,269.6",,"72,690.0",,"62,722.1",,"4,195.3",,"3,800.5",,"100,868.4",,"602,674.3",,
TX,Midland-Odessa Urban Transit District (EZ RIDER),6097,A,DR,DO,4,5.0,,0.0,,127.3,Q,93.2,Q,7.5,Q,5.7,Q,22.3,,111.6,,
TX,Midland-Odessa Urban Transit District (EZ RIDER),6097,A,MB,DO,12,14.0,,834.2,,829.8,,759.6,Q,52.9,,50.4,,410.6,,759.6,Q,
,,,,Total,,16,19.0,,834.2,,957.1,,852.8,,60.4,,56.1,,432.8,,871.2,,
TX,Port Arthur Transit (PAT),6013,A,DR,DO,4,6.0,,0.0,,116.2,,105.1,,8.6,,7.7,,21.5,,122.6,,
TX,Port Arthur Transit (PAT),6013,A,MB,DO,5,10.0,,232.5,,240.9,,235.9,,14.7,,14.4,,118.9,,832.2,,
,,,,Total,,9,16.0,,232.5,,357.2,,341.0,,23.3,,22.1,,140.4,,954.8,,
TX,"Texoma Area Paratransit System, Inc (TAPS)",6107,B,DR,DO,63,71.0,,0.0,,"1,478.9",Q,"1,324.1",Q,61.7,Q,56.3,Q,297.3,,0.0,W,
TX,"Texoma Area Paratransit System, Inc (TAPS)",6107,B,MB,PT,3,3.0,,128.5,,128.5,Q,128.5,Q,3.3,Q,3.3,Q,56.4,,0.0,W,
,,,,Total,,66,74.0,,128.5,,"1,607.4",,"1,452.6",,65.0,,59.6,,353.7,,0.0,W,
TX,The Gulf Coast Center (Connect Transit),6082,A,DR,DO,28,34.0,,0.0,,603.5,,418.7,,26.8,,21.4,,41.3,,753.4,,
TX,VIA Metropolitan Transit (VIA),6011,B,DR,DO,89,105.0,,0.0,,"5,038.3",,"4,350.1",,277.9,,243.4,,528.7,,"5,830.6",,
TX,VIA Metropolitan Transit (VIA),6011,B,DR,PT,147,172.0,,0.0,,"5,251.8",,"4,395.0",,260.2,,220.6,,552.0,,"6,757.9",,
TX,VIA Metropolitan Transit (VIA),6011,B,MB,DO,374,450.0,,"18,798.6",,"20,548.9",,"18,591.2",,"1,481.2",,"1,402.2",,"40,570.0",,"154,807.1",,
TX,VIA Metropolitan Transit (VIA),6011,B,VP,PT,26,26.0,,0.0,,542.8,,542.8,,12.2,,12.2,,67.0,,"3,524.5",,
,,,,Total,,636,753.0,,"18,798.6",,"31,381.8",,"27,879.1",,"2,031.5",,"1,878.4",,"41,717.7",,"170,920.1",,
TX,"Waco Transit System, Inc. (WTS)",6012,A,DR,DO,7,15.0,,0.0,,192.1,,173.4,,14.9,,13.4,,30.0,,164.2,,
TX,"Waco Transit System, Inc. (WTS)",6012,A,MB,DO,13,19.0,,693.2,,710.8,,692.9,,45.7,,44.5,,605.6,,"3,542.5",,
,,,,Total,,20,34.0,,693.2,,902.8,,866.3,,60.6,,57.9,,635.6,,"3,706.7",,
UT,Cache Valley Transit District (CVTD),8028,B,DR,PT,4,6.0,,0.0,,97.5,,84.3,,8.8,,8.1,,20.6,,83.6,,
UT,Cache Valley Transit District (CVTD),8028,B,MB,PT,16,22.0,,742.7,,752.6,,740.1,,48.8,,47.3,,"1,420.9",,"4,027.0",,
,,,,Total,,20,28.0,,742.7,,850.2,,824.5,,57.6,,55.4,,"1,441.5",,"4,110.6",,
UT,"City of Logan, dba: The Logan Transit District (LTD)",8021,B,DR,PT,4,6.0,,0.0,,77.6,,67.6,,7.3,,6.8,,16.8,,73.5,,
UT,"City of Logan, dba: The Logan Transit District (LTD)",8021,B,MB,PT,16,22.0,,583.2,,588.1,,574.7,,38.5,,37.0,,"1,102.5",,"3,547.2",,
,,,,Total,,20,28.0,,583.2,,665.7,,642.3,,45.8,,43.8,,"1,119.3",,"3,620.7",,
UT,Utah Transit Authority (UTA),8001,B,DR,PT,70,88.0,,0.0,,"1,714.9",,"1,320.9",,119.5,,99.3,,209.9,,"2,469.4",,
UT,Utah Transit Authority (UTA),8001,B,DR,DO,82,92.0,,0.0,,"2,626.7",,"2,378.9",,157.7,,148.2,,283.1,,"3,005.0",,
UT,Utah Transit Authority (UTA),8001,B,LR,DO,46,55.0,,"2,836.9",,"2,836.9",,"2,818.2",,248.4,Q,243.3,Q,"16,272.5",,"82,248.0",,
UT,Utah Transit Authority (UTA),8001,B,MB,DO,384,517.0,,"16,927.1",,"19,480.9",,"16,690.1",,"1,191.8",,888.5,,"23,279.2",,"170,198.0",,
UT,Utah Transit Authority (UTA),8001,B,VP,DO,452,582.0,,0.0,,"7,012.9",,"7,012.9",,178.1,,178.1,,"1,305.1",,"57,321.8",,
