State,Name, Org,Mode,Vehicles Operated in Maximum Service,,Vehicles Available for Maximum Service,,Annual Scheduled Vehicle Revenue Miles,,Annual Vehicle Miles,,Annual Actual Vehicle Revenue Miles,,Annual Vehicle Hours,,Annual Vehicle Revenue Hours,,Annual Unlinked Passenger Trips,,Annual Passenger Miles,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FL,Miami-Dade Transit Agency,4034-B,AG,15,,29,,995.4 ,,"1,029.2 ",,986.5 ,,94.6 ,,90.6 ,,"4,230.2 ",,"4,407.7 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,HR,80,,136,,"5,703.2 ",,"6,144.4 ",,"5,986.0 ",,256.6 ,,233.6 ,,"14,080.2 ",,"110,086.4 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,MB,530,,666,,"25,052.5 ",,"27,871.1 ",,"24,214.8 ",,"2,071.0 ",,"1,908.8 ",,"65,821.0 ",,"270,212.7 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Total,625,,831,,"31,751.1 ",,"35,044.8 ",,"31,187.3 ",,"2,422.2 ",,"2,233.0 ",,"84,131.5 ",,"384,706.8 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
FL,Okaloosa County,4128-B,DRp,39,,49,,0.0 ,,818.0 ,,676.7 ,,48.4 ,,39.9 ,,116.6 ,,879.0 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FL,Palm Tran,4037-B,DRp,163,,189,,0.0 ,,"5,759.6 ",,"4,900.2 ",,395.0 ,,360.3 ,,450.1 ,,"4,233.9 ",Q,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,MB,118,,143,,"6,880.3 ",,"7,638.9 ",,"6,868.5 ",,443.4 ,,379.8 ,,"6,353.0 ",,"42,088.4 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,MBp,7,,8,,126.5 ,,121.7 ,,98.5 ,,17.6 ,,14.8 ,,110.4 ,,534.3 ,Q,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Total,288,,340,,"7,006.8 ",,"13,520.2 ",,"11,867.2 ",,856.0 ,,754.9 ,,"6,913.6 ",,"46,856.6 ",Q,,,,,,,,,,,,,,,,,,,,,,,,,,,
FL,Pasco County Public Trans,4074-B,DR,19,,28,,0.0 ,,477.2 ,,379.9 ,,26.5 ,,22.0 ,,65.3 ,,553.3 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,DRp,20,,25,,0.0 ,,157.3 ,,152.9 ,,7.8 ,,7.6 ,,21.3 ,,175.1 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,MB,11,,16,,456.1 ,,488.7 ,,450.0 ,,29.5 ,,27.2 ,,136.1 ,,735.2 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Total,50,,69,,456.1 ,,"1,123.1 ",,982.9 ,,63.8 ,,56.8 ,,222.7 ,,"1,463.6 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
FL,Pinellas Suncoast Transit,4027-B,DRp,97,,97,,0.0 ,,"1,995.0 ",,"1,795.5 ",,98.3 ,,88.6 ,,249.5 ,,"1,995.0 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,MB,119,,155,,"6,776.5 ",,"7,444.4 ",,"6,776.5 ",,490.2 ,,463.0 ,,"9,360.1 ",,"42,066.1 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Total,216,,252,,"6,776.5 ",,"9,439.3 ",,"8,572.0 ",,588.5 ,,551.6 ,,"9,609.6 ",,"44,061.0 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
FL,Polk County,4127-G,DR,11,,11,,0.0 ,,258.6 ,,172.6 ,Q,37.3 ,Q,35.5 ,Q,9.6 ,,172.6 ,Q,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,MB,4,,4,,65.0 ,,84.8 ,,65.0 ,Q,4.2 ,,3.2 ,,3.6 ,,65.0 ,Q,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,MBp,3,,4,,118.9 ,,146.7 ,,118.9 ,Q,11.7 ,,10.8 ,,93.7 ,,118.9 ,Q,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Total,18,,19,,183.9 ,,490.2 ,,356.5 ,Q,53.2 ,Q,49.4 ,Q,106.9 ,,356.5 ,Q,,,,,,,,,,,,,,,,,,,,,,,,,,,
FL,Sarasota County TA,4046-B,DR,30,,32,,0.0 ,,174.9 ,,154.3 ,,10.6 ,,9.3 ,,34.5 ,,226.8 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,DRp,30,,37,,0.0 ,,720.7 ,,634.1 ,,59.8 ,,46.9 ,,56.9 ,,373.0 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,MB,28,,41,,"1,689.8 ",,"1,754.9 ",,"1,635.1 ",,114.4 ,,106.6 ,,"1,620.6 ",,"10,366.3 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Total,88,,110,,"1,689.8 ",,"2,650.5 ",,"2,423.6 ",,184.7 ,,162.8 ,,"1,712.0 ",,"10,966.2 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
FL,Space Coast Area Transit,4063-B,DR,38,,57,,0.0 ,,895.0 ,,748.2 ,,69.7 ,,56.6 ,,196.1 ,,"2,109.9 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,DRp,70,,74,,0.0 ,,"1,403.4 ",,"1,281.4 ",,108.2 ,,103.4 ,,236.5 ,,"5,668.5 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,MB,17,,48,,627.8 ,,682.6 ,,627.8 ,,33.5 ,,30.9 ,,302.3 ,,"1,702.1 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Total,125,,179,,627.8 ,,"2,980.9 ",,"2,657.4 ",,211.4 ,,190.9 ,,734.9 ,,"9,480.4 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
FL,St Lucie Council on Aging,4097-G,DR,20,,39,,0.0 ,,537.5 ,,460.5 ,,31.8 ,,28.4 ,,131.8 ,,521.4 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,DRp,1,,1,,0.0 ,,67.2 ,,57.8 ,,5.7 ,,5.1 ,,5.9 ,,65.8 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Total,21,,40,,0.0 ,,604.7 ,,518.3 ,,37.6 ,,33.5 ,,137.7 ,,587.2 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FL,SunTran,4120-B,MBp,5,,7,,317.5 ,,336.0 ,,317.5 ,,20.0 ,,19.4 ,,154.7 ,,0.0 ,W,,,,,,,,,,,,,,,,,,,,,,,,,,,
FL,Tri-County Commuter Rail,4077-B,CRp,20,,30,,"1,833.1 ",,"1,872.1 ",,"1,819.3 ",,53.4 ,,51.9 ,,"2,232.5 ",,"67,099.0 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,Albany Transit System,4021-A,DR,4,,6,,0.0 ,,180.4 ,,168.1 ,,13.4 ,,12.5 ,,28.6 ,,114.3 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,MB,8,,16,,470.7 ,,475.2 ,,470.3 ,,36.9 ,,35.7 ,,646.0 ,,"2,357.8 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Total,12,,22,,470.7 ,,655.6 ,,638.5 ,,50.3 ,,48.3 ,,674.7 ,,"2,472.1 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,Athens Transit System,4047-A,DR,3,,5,,0.0 ,,100.6 ,,78.5 ,,7.5 ,,6.4 ,,12.2 ,,78.3 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,MB,17,,29,,550.8 ,,603.9 ,,550.8 ,,42.0 ,,39.5 ,,"1,363.1 ",Q,"2,813.6 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Total,20,,34,,550.8 ,,704.4 ,,629.3 ,,49.6 ,,45.9 ,,"1,375.3 ",Q,"2,891.9 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,Augusta Richmond Co TD,4023-A,DR,4,,5,,0.0 ,,77.9 ,Q,74.0 ,,8.6 ,Q,8.3 ,,13.2 ,,60.4 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,MB,16,,30,,692.3 ,,755.0 ,Q,690.2 ,,47.9 ,,44.0 ,,"1,221.2 ",,"3,758.9 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Total,20,,35,,692.3 ,,832.9 ,,764.2 ,,56.5 ,,52.3 ,,"1,234.4 ",,"3,819.3 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,Chatham Area Transit Auth,4025-B,DRp,14,,16,,0.0 ,,490.1 ,,463.4 ,,38.4 ,,36.3 ,,53.4 ,,410.1 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,MB,52,,61,,"2,457.7 ",,"2,497.2 ",,"2,425.7 ",,182.3 ,,177.9 ,,"3,762.8 ",,"12,725.5 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Total,66,,77,,"2,457.7 ",,"2,987.3 ",,"2,889.1 ",,220.8 ,,214.2 ,,"3,816.2 ",,"13,135.7 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,Cobb Community Transit,4078-B,DRp,12,,15,,0.0 ,,551.9 ,,551.9 ,,32.6 ,,32.6 ,,61.5 ,,636.6 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,MBp,42,,53,,"1,774.2 ",,"1,984.3 ",,"1,728.8 ",,125.3 ,,111.1 ,,"2,833.0 ",,"22,913.3 ",Q,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Total,54,,68,,"1,774.2 ",,"2,536.2 ",,"2,280.6 ",,157.9 ,,143.7 ,,"2,894.5 ",,"23,550.0 ",Q,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,Columbus Transit System,4024-A,DR,4,,5,,0.0 ,,164.7 ,,164.7 ,,10.2 ,,10.2 ,,18.0 ,,178.0 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,MB,18,,28,,936.6 ,,936.6 ,,936.6 ,,64.4 ,,64.4 ,,889.7 ,,"4,043.6 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Total,22,,33,,936.6 ,,"1,101.3 ",,"1,101.3 ",,74.6 ,,74.6 ,,907.7 ,,"4,221.6 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,Douglas County Rideshare,4082-A,VP,19,,23,,0.0 ,,292.3 ,,237.0 ,,7.5 ,,5.9 ,,52.8 ,,"1,295.9 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,Metro Atlanta RTA,4022-A,DR,71,,77,,0.0 ,,"2,702.9 ",,"2,155.6 ",,173.3 ,,128.4 ,,151.6 ,,"1,820.5 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,HR,178,,238,,"23,951.7 ",,"22,210.1 ",,"21,561.5 ",,839.0 ,,817.4 ,,"83,796.6 ",,"503,490.1 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,MB,580,,698,,"27,135.1 ",Q,"31,852.9 ",,"27,246.3 ",Q,"2,396.4 ",,"2,190.6 ",,"83,119.0 ",,"273,115.8 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Total,829,,"1,013",,"51,086.8 ",,"56,765.9 ",,"50,963.3 ",,"3,408.6 ",,"3,136.4 ",,"167,067.1 ",,"778,426.4 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,Rome Transit Department,4058-A,DR,1,,2,,0.0 ,,40.3 ,,40.0 ,,5.4 ,,4.6 ,,8.7 ,,40.3 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,MB,20,,29,,458.0 ,,459.3 ,,458.0 ,,29.1 ,,25.0 ,,967.0 ,,"3,127.8 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Total,21,,31,,458.0 ,,499.5 ,,498.0 ,,34.4 ,,29.6 ,,975.6 ,,"3,168.1 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
HI,City&County of Honolulu,9002-B,DR,106,,110,,0.0 ,,"5,042.9 ",,"4,128.4 ",,338.0 ,,272.5 ,,655.4 ,,"9,471.3 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,DRp,75,,75,,0.0 ,,175.7 ,,175.7 ,,10.6 ,,10.6 ,,28.7 ,,195.5 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,MB,431,,509,,"17,160.3 ",,"20,359.6 ",,"17,066.5 ",,"1,368.7 ",,"1,245.0 ",,"66,602.8 ",,"309,099.9 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Total,612,,694,,"17,160.3 ",,"25,578.3 ",,"21,370.6 ",,"1,717.3 ",,"1,528.1 ",,"67,286.9 ",,"318,766.7 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
HI,Honolulu-VPSI,9176-D,VP,153,,180,,0.0 ,,"2,023.9 ",Q,"2,023.9 ",Q,88.8 ,Q,88.8 ,Q,372.0 ,Q,"9,042.3 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
IA,Bettendorf Transit System,7007-B,DRp,1,,2,,0.0 ,,42.2 ,,29.6 ,,3.8 ,,3.6 ,,6.4 ,,25.3 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,MB,4,,6,,236.7 ,,236.7 ,,236.7 ,,13.2 ,,13.2 ,,131.6 ,,381.8 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,MBp,2,,4,,14.5 ,,16.3 ,,14.5 ,,1.0 ,,0.9 ,,5.9 ,,17.1 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Total,7,,12,,251.2 ,,295.2 ,,280.8 ,,18.0 ,,17.7 ,,143.8 ,,424.2 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IA,Black Hawk Cnty Metro,7013-B,DR,15,,19,,0.0 ,,334.9 ,,228.8 ,,25.0 ,,15.0 ,,81.1 ,,393.5 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,DRp,12,,12,,0.0 ,,114.4 ,,114.4 ,,6.9 ,,6.9 ,,60.7 ,,353.7 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,MB,12,,17,,430.9 ,,437.7 ,,430.9 ,,30.6 ,,29.8 ,,380.8 ,,"1,999.0 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Total,39,,48,,430.9 ,,886.9 ,,774.0 ,,62.5 ,,51.6 ,,522.6 ,,"2,746.2 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
IA,City of Dubuque,7011-B,DRp,6,,6,,0.0 ,,148.0 ,,144.6 ,,12.6 ,,12.0 ,,47.0 ,,144.6 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,MB,9,,12,,217.0 ,,225.7 ,,217.0 ,,24.7 ,,23.9 ,,457.2 ,,"1,337.9 ",Q,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Total,15,,18,,217.0 ,,373.7 ,,361.6 ,,37.4 ,,35.9 ,,504.2 ,,"1,482.5 ",Q,,,,,,,,,,,,,,,,,,,,,,,,,,,
IA,Davenport Public Transit,7009-B,DRp,4,,8,,0.0 ,,150.9 ,,141.3 ,,11.4 ,,10.8 ,,26.4 ,,115.0 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,MB,16,,19,,660.1 ,,700.5 ,,659.5 ,,55.4 ,,52.9 ,,"1,217.8 ",,"2,787.7 ",Q,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Total,20,,27,,660.1 ,,851.4 ,,800.8 ,,66.7 ,,63.7 ,,"1,244.2 ",,"2,902.7 ",Q,,,,,,,,,,,,,,,,,,,,,,,,,,,
IA,Des Moines Metro Transit,7010-B,DR,17,,29,,0.0 ,,763.4 ,,691.1 ,,51.4 ,,44.9 ,,188.6 ,,"1,579.5 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,DRp,1,,2,,0.0 ,,36.9 ,,35.3 ,,1.4 ,,1.3 ,,3.5 ,,27.7 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,MB,85,,94,,"1,905.9 ",,"2,211.3 ",,"1,917.5 ",,166.0 ,,144.9 ,,"4,353.0 ",,"20,516.9 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,VP,58,,69,,0.0 ,,"1,282.6 ",,"1,282.6 ",,25.9 ,,25.9 ,,188.2 ,,"7,919.9 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Total,161,,194,,"1,905.9 ",,"4,294.2 ",,"3,926.5 ",,244.6 ,,216.9 ,,"4,733.3 ",,"30,044.1 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
IA,Five Seasons Transportati,7008-B,DRp,18,,31,,0.0 ,,255.9 ,,243.1 ,,16.4 ,,15.1 ,,52.6 ,,336.8 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,MB,37,,45,,998.3 ,,"1,023.4 ",,986.2 ,,78.7 ,,76.5 ,,"1,314.6 ",,"5,124.3 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Total,55,,76,,998.3 ,,"1,279.2 ",,"1,229.4 ",,95.1 ,,91.6 ,,"1,367.2 ",,"5,461.0 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
IA,Iowa City Transit,7018-B,DRp,10,,10,,0.0 ,,188.2 ,,179.5 ,,16.2 ,,15.8 ,,47.8 ,,153.5 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,MB,18,,21,,573.8 ,,592.6 ,,557.9 ,,47.6 ,,45.7 ,,"1,256.5 ",,"2,500.1 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Total,28,,31,,573.8 ,,780.8 ,,737.4 ,,63.8 ,,61.5 ,,"1,304.3 ",,"2,653.6 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
IA,University of Iowa,7019-A,DR,3,,5,,0.0 ,,51.5 ,,49.7 ,,10.0 ,,9.5 ,,9.0 ,,20.1 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,MB,18,,22,,591.5 ,,607.4 ,,583.2 ,,59.2 ,,56.5 ,,"3,360.2 ",,"3,796.2 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Total,21,,27,,591.5 ,,658.9 ,,632.9 ,,69.1 ,,66.0 ,,"3,369.2 ",,"3,816.3 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID,Boise Urban Stages,0011-A,DR,5,,8,,0.0 ,,181.5 ,,156.3 ,,13.3 ,,11.9 ,,25.9 ,,166.5 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,MB,30,,39,,932.6 ,,"1,099.4 ",,932.6 ,,78.0 ,,69.0 ,,"1,069.1 ",,"4,774.2 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Total,35,,47,,932.6 ,,"1,280.9 ",,"1,088.9 ",,91.3 ,,80.9 ,,"1,095.0 ",,"4,940.7 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID,Pocatello Regional Trans,0022-A,DR,5,,6,,0.0 ,,128.2 ,,119.2 ,,10.7 ,,10.1 ,,31.2 ,,99.8 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,MB,9,,16,,283.6 ,,291.4 ,,283.3 ,,22.1 ,,21.8 ,,403.6 ,,"2,005.3 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Total,14,,22,,283.6 ,,419.6 ,,402.5 ,,32.8 ,,31.9 ,,434.8 ,,"2,105.1 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID,Targhee Reg. Public TA,0042-B,DRp,13,,13,,0.0 ,,269.0 ,,269.0 ,,19.7 ,,19.7 ,,85.5 ,,269.0 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,MBp,3,,4,,103.0 ,,103.0 ,,103.0 ,,8.6 ,,8.6 ,,66.0 ,,103.0 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Total,16,,17,,103.0 ,,371.9 ,,371.9 ,,28.3 ,,28.3 ,,151.5 ,,371.9 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IL,Bloomington-Normal Public,5047-A,DR,4,,5,,0.0 ,,107.1 ,,104.7 ,,7.2 ,,6.9 ,,27.2 ,,134.3 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,MB,14,,20,,658.8 ,,680.3 ,,658.8 ,,53.7 ,,50.9 ,,807.4 ,,"2,583.6 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Total,18,,25,,658.8 ,,787.4 ,,763.5 ,,60.9 ,,57.8 ,,834.5 ,,"2,717.9 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
IL,Champaign-Urbana MTD,5060-B,DR,5,,7,,0.0 ,,169.7 ,,152.5 ,,12.6 ,,11.5 ,,42.6 ,,61.7 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,DRp,9,,9,,0.0 ,,90.3 ,,85.1 ,,10.8 ,,10.6 ,,34.1 ,,122.6 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,MB,76,,89,,"2,387.1 ",,"2,649.7 ",,"2,537.9 ",,224.0 ,,216.9 ,,"8,724.0 ",,"23,887.5 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Total,90,,105,,"2,387.1 ",,"2,909.7 ",,"2,775.5 ",,247.5 ,,239.0 ,,"8,800.7 ",,"24,071.8 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
IL,Chicago Transit Authority,5066-B,DRp,422,,591,,0.0 ,,"7,630.2 ",,"7,630.2 ",,833.8 ,,833.8 ,,"1,246.5 ",,"10,576.8 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,HR,914,,"1,190",,"55,959.8 ",,"55,923.8 ",,"55,635.2 ",,"3,419.1 ",,"2,699.5 ",,"176,250.5 ",,"1,002,999.2 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,MB,"1,577",,"1,872",,"61,986.6 ",,"62,758.7 ",,"61,869.2 ",,"6,297.2 ",,"6,189.0 ",,"302,089.6 ",,"768,856.3 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Total,"2,913",,"3,653",,"117,946.3 ",,"126,312.6 ",,"125,134.6 ",,"10,550.1 ",,"9,722.3 ",,"479,586.6 ",,"1,782,432.4 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
IL,Decatur Public Transit,5061-B,DRp,32,,33,,0.0 ,,46.3 ,,27.9 ,,4.6 ,,1.9 ,,44.9 ,,29.9 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,MB,20,,24,,740.2 ,,749.4 ,,717.2 ,,43.2 ,,42.0 ,,848.1 ,,"4,932.8 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Total,52,,57,,740.2 ,,795.6 ,,745.2 ,,47.9 ,,43.9 ,,893.0 ,,"4,962.7 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
IL,Greater Peoria Transit,5056-B,DRp,7,,10,,0.0 ,,316.2 ,,275.8 ,,26.3 ,,24.9 ,,121.5 ,,"1,221.2 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,MB,37,,48,,"1,380.5 ",,"1,643.5 ",,"1,396.5 ",,83.7 ,,77.8 ,,"1,794.3 ",,"11,378.9 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Total,44,,58,,"1,380.5 ",,"1,959.7 ",,"1,672.4 ",,110.0 ,,102.8 ,,"1,915.8 ",,"12,600.2 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
IL,Loves Park Transit Sys,5055-B,DR,3,,5,,0.0 ,,61.9 ,,48.0 ,,4.5 ,,3.6 ,,10.5 ,,62.4 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,DRp,1,,2,,0.0 ,,4.4 ,,2.4 ,,0.5 ,,0.2 ,,2.4 ,,19.4 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,MB,3,,6,,116.2 ,,120.6 ,,116.2 ,,7.6 ,,7.5 ,,144.0 ,,637.4 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Total,7,,13,,116.2 ,,186.9 ,,166.6 ,,12.5 ,,11.3 ,,157.0 ,,719.2 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IL,Madison County Trans Dist,5146-B,DRp,33,,36,,0.0 ,,"1,294.8 ",,"1,135.7 ",,69.9 ,,63.5 ,,149.0 ,,"1,402.3 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,MBp,59,,76,,"2,515.3 ",,"3,100.1 ",,"2,515.0 ",,167.5 ,,147.2 ,,"1,763.7 ",,"12,533.5 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,VPp,37,,60,,0.0 ,,792.6 ,,792.6 ,,20.8 ,,20.8 ,,124.2 ,,"4,320.6 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Total,129,,172,,"2,515.3 ",,"5,187.5 ",,"4,443.3 ",,258.2 ,,231.5 ,,"2,036.9 ",,"18,256.4 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
IL,NE IL Regnl Comm RR Corp,5118-A,CR,996,,"1,079",,"35,149.5 ",,"37,811.2 ",,"35,946.4 ",,"1,207.0 ",,"1,160.5 ",,"72,342.6 ",,"1,579,894.4 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
IL,"Pace, Suburban Bus Div",5113-B,DR,9,,9,,0.0 ,,127.8 ,,107.4 ,,7.4 ,,6.3 ,,36.2 ,,233.8 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,DRp,198,,233,,0.0 ,,"5,035.6 ",,"4,341.0 ",,354.7 ,,303.1 ,,967.4 ,,"6,251.9 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,MB,477,,565,,"17,002.9 ",,"21,281.4 ",,"16,991.2 ",,"1,410.6 ",,"1,246.7 ",,"32,732.0 ",,"180,026.0 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,MBp,145,,177,,"2,630.2 ",,"3,155.8 ",,"2,628.3 ",,188.7 ,,165.8 ,,"3,317.7 ",,"23,223.9 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,VP,338,,439,,0.0 ,,"5,811.5 ",,"5,811.5 ",,186.6 ,,186.6 ,,"1,046.9 ",,"35,370.7 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Total,"1,167",,"1,423",,"19,633.0 ",,"35,412.1 ",,"29,879.4 ",,"2,147.9 ",,"1,908.6 ",,"38,100.2 ",,"245,106.4 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
IL,Pekin Municipal Bus Svc,5065-A,MB,2,,4,,67.6 ,,68.1 ,,67.5 ,,4.8 ,,4.6 ,,24.5 ,,94.6 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IL,River Valley Metro,5159-B,DRp,1,,2,,0.0 ,,49.1 ,,45.4 ,,4.2 ,,3.9 ,,5.1 ,,46.0 ,Q,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,MBp,6,,9,,272.6 ,,294.7 ,,272.6 ,Q,24.6 ,Q,22.7 ,Q,72.7 ,,290.8 ,Q,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Total,7,,11,,272.6 ,,343.8 ,,318.0 ,Q,28.8 ,Q,26.7 ,Q,77.8 ,,336.8 ,Q,,,,,,,,,,,,,,,,,,,,,,,,,,,
