State,Name,ID,Org Type,Mode,TOS,VOMS,Vehicles Available for Maximum Service,,Service Supplied (in Thousands),,,,,,,,,,Unlinked Passenger Trips,,,,
IA,Metropolitan Transit Authority of Black Hawk County(MET Transit),7013,B,DR,DO,15,16.0,,0.0,,337.5,,296.2,,25.6,,23.7,,69.6,,435.6,,
IA,Metropolitan Transit Authority of Black Hawk County(MET Transit),7013,B,DR,PT,3,4.0,,0.0,,158.9,,158.9,,5.0,,5.0,,14.0,,96.3,,
IA,Metropolitan Transit Authority of Black Hawk County(MET Transit),7013,B,MB,DO,12,19.0,,643.2,,640.3,Q,621.3,Q,40.5,Q,38.0,Q,419.6,,517.7,Q,
,,,,Total,,30,39.0,,643.2,,"1,136.7",,"1,076.4",,71.2,,66.6,,503.3,,"1,049.6",,
IA,Sioux City Transit System(SCTS),7012,B,DR,PT,7,12.0,,0.0,,117.1,,93.6,,17.4,,13.3,,33.8,,317.1,Q,
IA,Sioux City Transit System(SCTS),7012,B,MB,DO,14,23.0,,519.4,,548.7,,507.0,,41.8,,40.1,,"1,002.6",,"5,013.9",,
,,,,Total,,21,35.0,,519.4,,665.8,,600.6,,59.1,,53.4,,"1,036.4",,"5,331.0",,
IA,University of Iowa(Cambus),7019,A,DR,DO,3,4.0,,0.0,,59.6,,57.1,,9.9,,9.6,,9.8,,31.6,,
IA,University of Iowa(Cambus),7019,A,MB,DO,24,28.0,,684.9,,712.3,,681.7,,65.8,,64.9,,"3,708.5",,"4,467.8",Q,
,,,,Total,,27,32.0,,684.9,,771.9,,738.8,,75.6,,74.6,,"3,718.3",,"4,499.4",,
ID,City of Pocatello - Pocatello Regional Transit(PRT),0022,B,DR,DO,18,24.0,,0.0,,619.4,,480.0,,35.7,,29.5,,115.7,,813.5,,
ID,City of Pocatello - Pocatello Regional Transit(PRT),0022,B,MB,DO,10,14.0,,297.3,,304.2,,296.8,,24.1,,23.8,,401.9,,"1,852.7",,
,,,,Total,,28,38.0,,297.3,,923.7,,776.7,,59.8,,53.4,,517.6,,"2,666.3",,
ID,Valley Regional Transit(VRT),0011,B,DR,DO,9,12.0,,0.0,,302.4,,261.9,,24.1,,22.3,,45.3,,274.7,Q,
ID,Valley Regional Transit(VRT),0011,B,DR,PT,2,2.0,,0.0,,21.0,,16.1,,2.2,,2.0,,1.9,,11.8,Q,
ID,Valley Regional Transit(VRT),0011,B,MB,PT,11,14.0,,547.1,,616.5,,544.8,,25.6,,23.6,,192.4,,"2,069.7",Q,
ID,Valley Regional Transit(VRT),0011,B,MB,DO,24,31.0,,831.1,,935.2,,830.8,,71.0,,67.0,,"1,052.9",,"3,874.6",Q,
,,,,Total,,46,59.0,,"1,378.1",,"1,875.1",,"1,653.7",,122.9,,114.9,,"1,292.5",,"6,230.8",,
IL,Bloomington-Normal Public Transit System(B-NPTS),5047,A,DR,DO,6,6.0,,0.0,,156.7,,131.8,,12.5,,11.6,,27.6,,155.8,,
IL,Bloomington-Normal Public Transit System(B-NPTS),5047,A,MB,DO,21,31.0,,"1,113.6",,"1,113.3",,"1,083.0",,83.9,,82.1,,"1,704.6",,"4,642.5",,
,,,,Total,,27,37.0,,"1,113.6",,"1,270.0",,"1,214.9",,96.4,,93.8,,"1,732.2",,"4,798.3",,
IL,Champaign-Urbana Mass Transit District(C-U MTD),5060,B,DR,PT,10,12.0,,0.0,,109.9,,98.2,,14.3,,13.5,,40.8,,141.3,,
IL,Champaign-Urbana Mass Transit District(C-U MTD),5060,B,DR,DO,7,12.0,,0.0,,263.6,,234.9,,25.6,,24.0,,91.5,,141.2,,
IL,Champaign-Urbana Mass Transit District(C-U MTD),5060,B,MB,DO,86,93.0,,"2,799.5",,"2,776.0",,"2,676.6",,230.1,,224.3,,"9,472.8",,"29,384.4",,
,,,,Total,,103,117.0,,"2,799.5",,"3,149.5",,"3,009.6",,270.0,,261.8,,"9,605.1",,"29,666.8",,
IL,Chicago Transit Authority(CTA),5066,A,HR,DO,"1,016","1,190.0",,"68,104.5",,"68,203.0",,"67,450.0",,"4,124.0",,"3,813.0",,"198,137.3",,"1,183,980.8",,
IL,Chicago Transit Authority(CTA),5066,A,MB,DO,"1,843","2,150.0",,"69,310.9",,"70,821.1",,"68,740.3",,"7,182.1",,"7,038.3",,"328,199.2",,"779,847.4",,
,,,,Total,,"2,859","3,340.0",,"137,415.3",,"139,024.0",,"136,190.3",,"11,306.1",,"7,730.1",,"526,336.4",,"1,963,828.4",,
IL,City of Danville/Danville Mass Transit(DMT),5174,B,DR,PT,2,6.0,,0.0,,26.6,Q,26.6,Q,1.9,Q,1.9,Q,7.7,,27.4,,
IL,City of Danville/Danville Mass Transit(DMT),5174,B,MB,DO,9,13.0,,451.6,,452.7,,451.1,,24.7,,24.6,,486.7,,"2,944.0",,
,,,,Total,,11,19.0,,451.6,,479.4,,477.7,,26.6,,26.5,,494.4,,"2,971.4",,
IL,City of DeKalb(DSATS),5176,B,DR,PT,22,25.0,,0.0,,621.9,,576.5,,39.6,,37.4,,122.9,,975.7,,
IL,Decatur Public Transit System(DPTS),5061,B,DR,PT,11,19.0,,0.0,,49.1,,49.1,,2.6,,2.6,,14.4,,59.8,,
IL,Decatur Public Transit System(DPTS),5061,B,DR,DO,6,6.0,,0.0,,141.4,,125.4,,12.1,,10.8,,20.9,,96.3,,
IL,Decatur Public Transit System(DPTS),5061,B,MB,DO,18,24.0,,927.7,,938.4,,932.1,,67.2,,66.5,,"1,207.6",,"3,550.4",,
,,,,Total,,35,49.0,,927.7,,"1,128.9",,"1,106.5",,82.0,,80.0,,"1,242.9",,"3,706.5",,
IL,Greater Peoria Mass Transit District(CityLink),5056,B,DR,PT,24,29.0,,0.0,,721.9,,643.7,,55.3,,49.6,,140.9,,"1,298.5",,
IL,Greater Peoria Mass Transit District(CityLink),5056,B,MB,DO,47,56.0,,"1,836.0",,"2,050.8",,"1,836.0",,142.7,,131.1,,"2,396.7",,"12,602.9",,
,,,,Total,,71,85.0,,"1,836.0",,"2,772.7",,"2,479.6",,198.0,,180.8,,"2,537.5",,"13,901.5",,
IL,Madison County Transit District(MCT),5146,B,DR,PT,35,41.0,,0.0,,"1,190.5",,"1,012.9",,71.1,,64.8,,129.3,,"1,124.2",,
IL,Madison County Transit District(MCT),5146,B,MB,PT,64,76.0,,"3,110.7",,"3,790.0",,"3,110.0",,196.7,,175.1,,"2,105.5",,"14,545.8",,
IL,Madison County Transit District(MCT),5146,B,VP,PT,90,115.0,,0.0,,"1,939.6",,"1,939.6",,44.2,,44.2,,295.5,,"12,819.5",,
,,,,Total,,189,232.0,,"3,110.7",,"6,920.1",,"6,062.5",,312.0,,284.1,,"2,530.3",,"28,489.5",,
IL,Northeast Illinois Regional Commuter Railroad Corporation(Metra),5118,A,CR,DO,"1,056","1,138.0",,"41,363.1",,"44,705.2",,"42,591.5",,"1,435.9",,"1,383.3",,"76,937.6",,"1,749,113.8",,
IL,Pace - Suburban Bus Division(PACE),5113,B,DR,DO,5,6.0,,0.0,,112.2,,93.5,,8.6,,7.2,,20.1,,117.8,,
IL,Pace - Suburban Bus Division(PACE),5113,B,DR,PT,255,286.0,,0.0,,"4,787.3",,"3,986.1",,333.0,,278.9,,"1,082.6",,"6,352.7",,
IL,Pace - Suburban Bus Division(PACE),5113,B,MB,DO,490,584.0,,"18,125.2",,"21,622.4",,"18,078.1",,"1,434.3",,"1,293.0",,"31,687.6",,"216,522.7",,
IL,Pace - Suburban Bus Division(PACE),5113,B,MB,PT,117,138.0,,"2,299.6",,"3,269.1",,"2,297.1",,222.1,,174.0,,"2,967.6",,"20,678.0",,
IL,Pace - Suburban Bus Division(PACE),5113,B,VP,DO,725,776.0,,0.0,,"10,455.6",,"10,455.6",,355.0,,355.0,,"2,021.2",,"47,581.2",,
,,,,Total,,"1,592","1,790.0",,"20,424.8",,"40,246.6",,"34,910.3",,"2,353.0",,"2,108.1",,"37,779.1",,"291,252.4",,
IL,"Pace-Suburban Bus Division, ADA Paratransit Services(PACE)",5182,B,DR,PT,863,954.0,,0.0,,"30,683.4",,"26,284.8",,"2,203.1",,"1,837.0",,"2,725.8",,"22,122.0",,
IL,River Valley Metro Mass Transit District(RVMMTD),5159,B,DR,PT,2,3.0,,0.0,,72.2,,70.0,,6.3,,5.9,,14.8,,63.6,,
IL,River Valley Metro Mass Transit District(RVMMTD),5159,B,MB,PT,9,15.0,,622.7,,680.2,,643.5,,44.6,,41.7,,520.8,,"3,820.3",,
,,,,Total,,11,18.0,,622.7,,752.4,,713.5,,50.9,,47.6,,535.6,,"3,884.0",,
IL,Rock Island County Metropolitan Mass Transit District(MetroLink),5057,B,DR,PT,4,5.0,,0.0,,105.2,,92.0,,8.1,,7.3,,12.8,,110.6,,
IL,Rock Island County Metropolitan Mass Transit District(MetroLink),5057,B,DR,DO,5,9.0,,0.0,,21.5,,19.5,,1.6,,1.4,,5.3,,16.2,Q,
IL,Rock Island County Metropolitan Mass Transit District(MetroLink),5057,B,MB,DO,60,74.0,,"2,345.9",,"2,423.6",,"2,246.1",,167.8,,153.5,,"2,616.6",,"8,618.6",Q,
,,,,Total,,69,88.0,,"2,345.9",,"2,550.3",,"2,357.6",,177.5,,162.2,,"2,634.7",,"8,745.4",,
IL,Rockford Mass Transit District(RMTD),5058,B,DR,DO,17,36.0,,0.0,,531.9,,459.6,,36.2,,32.5,,91.5,,769.6,,
IL,Rockford Mass Transit District(RMTD),5058,B,DR,PT,5,7.0,,0.0,,66.7,,66.7,,5.4,,5.4,,22.5,,88.5,,
IL,Rockford Mass Transit District(RMTD),5058,B,MB,DO,27,39.0,,"1,272.1",,"1,286.9",,"1,286.9",,93.4,,93.4,,"1,654.4",,"7,676.4",,
,,,,Total,,49,82.0,,"1,272.1",,"1,885.5",,"1,813.2",,135.0,,131.3,,"1,768.4",,"8,534.5",,
IL,Springfield Mass Transit District(SMTD),5059,A,DR,DO,16,19.0,,0.0,,332.2,,300.3,,24.7,,23.2,,51.6,,255.6,,
IL,Springfield Mass Transit District(SMTD),5059,A,MB,DO,50,53.0,,"1,201.1",,"1,289.1",,"1,203.5",,104.8,,98.7,,"1,430.5",,"4,120.2",,
,,,,Total,,66,72.0,,"1,201.1",,"1,621.3",,"1,503.8",,129.5,,121.9,,"1,482.1",,"4,375.8",,
IN,Bloomington Public Transportation Corporation(BT),5110,B,DR,PT,9,9.0,,0.0,,212.3,,167.3,,21.0,,18.9,,31.5,Q,117.9,,
IN,Bloomington Public Transportation Corporation(BT),5110,B,MB,DO,30,41.0,,955.5,,"1,014.7",,976.3,,91.4,,87.8,,"2,829.9",,"6,302.3",,
,,,,Total,,39,50.0,,955.5,,"1,227.0",,"1,143.6",,112.4,,106.7,,"2,861.5",,"6,420.2",,
IN,City of Anderson Transportation System(CATS),5041,A,DR,DO,5,8.0,,0.0,,140.2,,133.9,,11.4,,11.0,,27.2,,119.7,,
IN,City of Anderson Transportation System(CATS),5041,A,MB,DO,6,7.0,,294.7,,303.0,,294.9,,21.5,,21.1,,155.2,,698.2,,
,,,,Total,,11,15.0,,294.7,,443.1,,428.8,,32.9,,32.1,,182.4,,817.9,,
IN,City of Kokomo(COK),5145,B,DR,PT,14,16.0,,0.0,,677.5,,536.3,,60.3,,53.5,,128.9,,628.2,,
IN,City of Kokomo(COK),5145,B,DR,DO,12,14.0,,0.0,,202.4,,175.3,,20.5,,18.6,,52.3,,203.1,,
,,,,Total,,26,30.0,,0.0,,879.9,,711.6,,80.7,,72.1,,181.2,,831.4,,
IN,East Chicago Transit(ECT),5042,A,DR,DO,1,2.0,,0.0,,31.4,,16.0,Q,3.3,,1.1,,6.6,,16.0,Q,
IN,East Chicago Transit(ECT),5042,A,MB,DO,4,6.0,,193.7,,177.8,Q,167.3,Q,8.6,Q,7.7,Q,265.7,,170.3,,
,,,,Total,,5,8.0,,193.7,,209.2,,183.3,,11.9,,8.8,,272.3,,186.3,,
IN,Fort Wayne Public Transportation Corporation(Citilink),5044,A,DR,DO,10,12.0,,0.0,,327.3,,275.5,,22.1,,19.6,,51.7,,451.8,,
IN,Fort Wayne Public Transportation Corporation(Citilink),5044,A,MB,DO,31,38.0,,"1,528.1",,"1,622.1",,"1,526.5",,115.1,,110.1,,"2,061.6",,"6,869.8",,
,,,,Total,,41,50.0,,"1,528.1",,"1,949.5",,"1,802.0",,137.2,,129.7,,"2,113.3",,"7,321.7",,
IN,Gary Public Transportation Corporation(GPTC),5045,A,DR,DO,3,4.0,,0.0,,99.4,Q,57.7,Q,4.9,Q,2.7,Q,10.5,Q,49.9,Q,
IN,Gary Public Transportation Corporation(GPTC),5045,A,MB,DO,18,23.0,,996.7,,946.4,,946.4,,71.4,,71.4,,890.4,,"1,064.8",,
,,,,Total,,21,27.0,,996.7,,"1,045.8",,"1,004.1",,76.3,,74.1,,901.0,,"1,114.7",,
IN,Greater Lafayette Public Transportation Corporation(CityBus),5051,A,DR,DO,5,6.0,,0.0,,88.7,,76.9,,7.5,,6.7,,20.8,,97.6,,
IN,Greater Lafayette Public Transportation Corporation(CityBus),5051,A,MB,DO,55,65.0,,"1,496.0",,"1,701.2",,"1,494.8",,140.7,,130.2,,"5,007.3",,"10,069.5",Q,
,,,,Total,,60,71.0,,"1,496.0",,"1,790.0",,"1,571.7",,148.3,,136.9,,"5,028.1",,"10,167.1",,
IN,Hammond Transit System(HTS),5102,B,DR,PT,11,22.0,,0.0,,27.9,,27.9,,1.9,,1.9,,8.2,,27.9,,
IN,Hammond Transit System(HTS),5102,B,MB,PT,11,18.0,,438.6,,468.1,,438.6,,31.3,,27.2,,282.4,,"1,190.8",,
,,,,Total,,22,40.0,,438.6,,496.0,,466.5,,33.2,,29.1,,290.5,,"1,218.7",,
IN,Indianapolis and Marion County Public Transportation(IndyGo),5050,B,DR,DO,30,34.0,,0.0,,637.9,,540.9,,35.7,,31.0,,52.6,,603.0,,
IN,Indianapolis and Marion County Public Transportation(IndyGo),5050,B,DR,PT,77,83.0,,0.0,,"3,377.9",,"2,688.4",,185.0,,157.0,,247.7,,"3,140.7",,
IN,Indianapolis and Marion County Public Transportation(IndyGo),5050,B,MB,PT,11,13.0,,611.8,,708.0,,611.5,,29.3,,25.0,,203.8,,"1,778.3",,
IN,Indianapolis and Marion County Public Transportation(IndyGo),5050,B,MB,DO,127,154.0,,"6,234.4",,"7,038.5",,"6,186.6",,476.3,,441.2,,"9,386.0",,"43,433.8",,
,,,,Total,,245,284.0,,"6,846.2",,"11,762.4",,"10,027.4",,726.3,,654.2,,"9,890.1",,"48,955.8",,
IN,Metropolitan Evansville Transit System(METS),5043,A,DR,DO,10,12.0,,0.0,,298.6,,267.9,,21.6,,20.0,,57.8,,254.8,,
IN,Metropolitan Evansville Transit System(METS),5043,A,MB,DO,23,29.0,,"1,183.1",,"1,252.9",,"1,191.5",,101.9,,97.5,,"1,579.3",,"2,353.2",,
,,,,Total,,33,41.0,,"1,183.1",,"1,551.4",,"1,459.4",,123.6,,117.5,,"1,637.1",,"2,608.0",,
IN,Michiana Area Council of Governments(MACOG),5149,B,DR,PT,33,33.0,,0.0,,336.2,,318.0,,21.9,,21.2,,151.2,,389.5,,
IN,Michiana Area Council of Governments(MACOG),5149,B,MB,PT,7,8.0,,431.3,,481.4,,431.3,,28.7,,27.1,,200.7,Q,"1,305.9",Q,
,,,,Total,,40,41.0,,431.3,,817.5,,749.3,,50.5,,48.3,,351.9,,"1,695.5",,
IN,Muncie Indiana Transit System(MITS),5054,A,DR,DO,9,14.0,,0.0,,298.0,,262.2,,26.3,,23.2,,71.6,,236.5,,
IN,Muncie Indiana Transit System(MITS),5054,A,MB,DO,27,34.0,,907.8,,966.1,Q,862.6,Q,73.6,Q,62.8,Q,"2,024.5",,"6,023.7",,
,,,,Total,,36,48.0,,907.8,,"1,264.0",,"1,124.8",,99.9,,86.0,,"2,096.1",,"6,260.2",,
IN,North Township of Lake County Dial-A-Ride,5103,A,DR,DO,4,5.0,,0.0,,64.0,Q,40.9,Q,5.8,Q,5.1,Q,10.5,Q,79.9,Q,
IN,Northern Indiana Commuter Transportation District(NICTD),5104,A,CR,DO,66,68.0,,"3,493.1",,"4,070.6",,"3,511.0",,113.7,,98.9,,"4,180.4",,"117,468.7",Q,
IN,Northwest Indiana Community Action Corporation(NWICA),5048,A,DR,DO,19,23.0,,0.0,,537.0,Q,487.8,Q,36.0,Q,32.6,Q,65.6,Q,669.2,Q,
IN,"Opportunity Enterprises, Inc.(OE)",5131,E,DR,DO,15,18.0,,0.0,,287.4,,264.0,,18.6,,16.3,,72.8,,944.4,,
IN,"Porter County Aging and Community Services, Inc.(PCACS)",5179,A,DR,DO,6,10.0,,0.0,,171.0,,87.6,,10.6,,5.4,,18.2,,132.2,,
IN,South Bend Public Transportation Corporation(Transpo),5052,A,DR,DO,8,9.0,,0.0,,231.5,,205.0,,17.5,,15.6,,38.9,,286.6,,
IN,South Bend Public Transportation Corporation(Transpo),5052,A,MB,DO,49,56.0,,"1,748.7",,"1,874.0",,"1,760.5",,134.0,,125.1,,"2,792.6",,"9,076.0",,
,,,,Total,,57,65.0,,"1,748.7",,"2,105.5",,"1,965.5",,151.4,,140.7,,"2,831.5",,"9,362.6",,
IN,"South Lake County Community Services, Inc.(SLCCS)",5167,E,DR,DO,4,5.0,,0.0,,91.5,,76.9,,7.4,,6.7,,13.4,,85.3,,
IN,Terre Haute Transit Utility(THTU),5053,A,DR,DO,2,3.0,,0.0,,70.4,,42.4,,9.5,,8.0,,16.0,,81.4,,
IN,Terre Haute Transit Utility(THTU),5053,A,MB,DO,11,12.0,,429.9,,469.0,,407.8,,43.3,,39.8,,319.6,,480.0,,
,,,,Total,,13,15.0,,429.9,,539.3,,450.2,,52.8,,47.8,,335.6,,561.4,,
KS,City of Lawrence - Lawrence Transit System,7033,B,DR,PT,11,17.0,,0.0,,276.4,,253.6,,24.2,,22.5,,49.7,,197.5,,
KS,City of Lawrence - Lawrence Transit System,7033,B,MB,PT,10,12.0,,569.1,,597.0,,572.0,,44.5,,43.0,,387.9,,"1,233.3",,
,,,,Total,,21,29.0,,569.1,,873.3,,825.5,,68.7,,65.5,,437.7,,"1,430.8",,
KS,"Johnson County Kansas, aka: Johnson County Transit(The JO)",7035,B,DR,PT,35,42.0,,0.0,,"1,006.7",,737.1,,51.5,,40.8,,101.0,,"1,062.6",,
KS,"Johnson County Kansas, aka: Johnson County Transit(The JO)",7035,B,MB,PT,46,50.0,,988.5,,"1,563.5",,988.5,,68.3,,51.9,,525.0,,"8,723.7",,
,,,,Total,,81,92.0,,988.5,,"2,570.2",,"1,725.5",,119.8,,92.7,,626.0,,"9,786.2",,
KS,Parking & Transit Department,7044,B,MB,PT,4,5.0,,71.7,,78.2,,71.5,,8.7,,8.0,,272.0,,662.5,,
KS,Topeka Metropolitan Transit Authority(Topeka Transit - TMTA),7014,B,DR,DO,13,15.0,,0.0,,372.8,,351.8,,24.8,,22.4,,65.9,,461.6,,
KS,Topeka Metropolitan Transit Authority(Topeka Transit - TMTA),7014,B,DR,PT,15,32.0,,0.0,,206.5,,206.5,,8.2,,8.2,,47.2,,248.0,,
KS,Topeka Metropolitan Transit Authority(Topeka Transit - TMTA),7014,B,MB,DO,30,36.0,,"1,033.4",,"1,032.2",,977.6,,71.3,,65.2,,"1,740.6",,"6,440.1",,
,,,,Total,,58,83.0,,"1,033.4",,"1,611.5",,"1,535.9",,104.3,,95.8,,"1,853.8",,"7,149.7",,
KS,Wichita Transit(WT),7015,B,DR,PT,102,102.0,Q,0.0,,"1,431.2",Q,"1,316.7",Q,79.7,Q,73.7,Q,245.3,,"1,118.0",,
KS,Wichita Transit(WT),7015,B,DR,DO,17,23.0,,0.0,,824.5,Q,758.6,Q,42.3,Q,39.0,Q,83.1,,664.8,,
KS,Wichita Transit(WT),7015,B,MB,DO,38,53.0,,"1,276.8",,"1,683.7",Q,"1,597.1",Q,114.4,Q,104.0,Q,"2,255.1",,"10,520.9",Q,
,,,,Total,,157,178.0,,"1,276.8",,"3,939.5",,"3,672.4",,236.4,,216.6,,"2,583.5",,"12,303.7",,
KY,Lexington Transit Authority(LexTran),4017,B,DR,PT,18,21.0,,0.0,,"1,034.0",,964.1,,72.1,,67.7,,136.9,,787.3,,
KY,Lexington Transit Authority(LexTran),4017,B,MB,DO,45,57.0,,"2,233.2",,"2,237.9",,"2,144.7",,180.2,,174.5,,"5,953.1",,"18,827.1",,
,,,,Total,,63,78.0,,"2,233.2",,"3,271.9",,"3,108.8",,252.3,,242.2,,"6,090.0",,"19,614.4",,
KY,Transit Authority of Northern Kentucky(TANK),4019,A,DR,DO,23,30.0,,0.0,,930.1,,848.4,,52.9,,49.0,,102.2,,872.1,,
KY,Transit Authority of Northern Kentucky(TANK),4019,A,MB,DO,82,96.0,,"2,810.3",,"3,763.8",,"2,975.5",,248.1,,215.9,,"3,702.0",,"21,408.4",,
,,,,Total,,105,126.0,,"2,810.3",,"4,693.9",,"3,823.9",,301.0,,264.9,,"3,804.2",,"22,280.5",,
KY,Transit Authority of River City(TARC),4018,B,DR,PT,135,153.0,,0.0,,"4,555.7",,"4,021.2",,280.0,,253.2,,377.9,,"3,968.0",,
KY,Transit Authority of River City(TARC),4018,B,DR,DO,12,29.0,,0.0,,304.8,,261.8,,21.7,,16.9,,39.7,,513.1,,
KY,Transit Authority of River City(TARC),4018,B,MB,DO,198,256.0,,"7,581.2",,"8,481.7",,"7,579.5",,639.5,,607.7,,"15,081.4",,"57,385.2",,
KY,Transit Authority of River City(TARC),4018,B,MB,PT,7,9.0,,184.9,,251.7,,184.9,,16.2,,12.0,,94.3,,286.8,,
,,,,Total,,352,447.0,,"7,766.1",,"13,593.9",,"12,047.5",,957.4,,889.8,,"15,593.4",,"62,153.1",,
LA,Capital Area Transit System(CATS),6022,B,DR,PT,15,17.0,,0.0,,549.2,,489.9,,45.2,,41.0,,60.9,,365.0,,
LA,Capital Area Transit System(CATS),6022,B,MB,DO,49,73.0,,"2,401.4",,"2,459.8",,"2,333.8",,163.8,,156.9,,"4,138.2",,"16,777.7",,
,,,,Total,,64,90.0,,"2,401.4",,"3,009.0",,"2,823.8",,209.0,,197.9,,"4,199.1",,"17,142.7",,
LA,City of Alexandria(Atrans),6025,A,DR,DO,3,4.0,,0.0,,119.9,,113.9,,7.8,,7.2,,15.8,,74.7,,
LA,City of Alexandria(Atrans),6025,A,MB,DO,9,13.0,,526.3,,531.3,Q,520.4,Q,34.5,Q,33.5,Q,718.4,,"2,847.5",,
,,,,Total,,12,17.0,,526.3,,651.2,,634.3,,42.3,,40.7,,734.2,,"2,922.1",,
LA,City of Monroe Transit System(MTS),6026,A,DR,DO,2,3.0,,0.0,,64.4,,60.1,,5.8,,5.5,,10.5,,60.1,Q,
LA,City of Monroe Transit System(MTS),6026,A,MB,DO,14,21.0,,643.6,,632.1,Q,623.7,Q,46.9,Q,45.2,Q,"1,204.3",,"11,320.5",,
,,,,Total,,16,24.0,,643.6,,696.5,,683.9,,52.7,,50.7,,"1,214.8",,"11,380.6",,
LA,Crescent City Connection Division - Louisiana Department of Transportation(CCCD),6020,C,FB,DO,3,5.0,,29.7,,30.5,,30.5,,15.2,,15.2,,"1,963.9",,982.0,,
LA,Jefferson Parish Department of Transit Administration(Jet),6088,B,DR,PT,14,16.0,,0.0,,376.7,,328.3,,37.8,,32.2,,59.1,,422.2,,
LA,Jefferson Parish Department of Transit Administration(Jet),6088,B,MB,PT,28,52.0,,"1,305.2",,"1,404.4",,"1,304.6",,91.5,,86.8,,"2,045.3",,"11,164.2",,
,,,,Total,,42,68.0,,"1,305.2",,"1,781.1",,"1,632.9",,129.3,,119.1,,"2,104.4",,"11,586.4",,
LA,Lafayette Transit System(LTS),6038,B,DR,PT,5,6.0,,0.0,,206.9,,175.6,,16.0,,14.3,,34.3,,202.8,,
LA,Lafayette Transit System(LTS),6038,B,MB,DO,13,19.0,,612.8,,608.3,Q,541.3,,44.0,,41.2,,"1,537.5",,"7,281.3",,
LA,Lafayette Transit System(LTS),6038,B,MB,PT,4,5.0,,90.6,,95.8,Q,84.1,,5.7,,5.1,,34.4,,511.4,,
,,,,Total,,22,30.0,,703.3,,911.0,,801.0,,65.7,,60.7,,"1,606.2",,"7,995.5",,
LA,New Orleans Regional Transit Authority(NORTA),6032,A,DR,DO,29,36.0,,0.0,,643.4,,542.0,,62.9,,50.9,,94.7,,742.1,,
LA,New Orleans Regional Transit Authority(NORTA),6032,A,LR,DO,22,41.0,,755.3,,785.7,,756.8,,100.1,,94.5,,"4,230.4",,"8,223.5",,
LA,New Orleans Regional Transit Authority(NORTA),6032,A,MB,DO,58,129.0,,"3,076.8",,"3,319.7",,"3,070.2",,259.6,,247.3,,"7,948.2",,"22,191.6",,
,,,,Total,,109,206.0,,"3,832.1",,"4,748.8",,"4,369.0",,422.6,,392.6,,"12,273.3",,"31,157.2",,
LA,Shreveport Area Transit System(SporTran),6024,B,DR,PT,9,9.0,,0.0,,472.0,,428.4,,32.1,,29.4,,40.0,,399.4,,
LA,Shreveport Area Transit System(SporTran),6024,B,MB,DO,37,45.0,,"2,309.2",,"2,392.1",,"2,336.2",,154.2,,151.6,,"3,483.3",,"16,772.8",,
,,,,Total,,46,54.0,,"2,309.2",,"2,864.1",,"2,764.6",,186.3,,181.0,,"3,523.3",,"17,172.2",,
MA, Brockton Area Transit Authority(BAT),1004,B,DR,PT,35,41.0,,0.0,,902.4,,834.7,,78.4,,73.3,,200.3,,"1,240.1",,
MA, Brockton Area Transit Authority(BAT),1004,B,MB,PT,46,51.0,,"1,460.9",,"1,427.7",,"1,327.1",,126.3,,118.8,,"2,680.5",,"17,154.9",Q,
,,,,Total,,81,92.0,,"1,460.9",,"2,330.1",,"2,161.8",,204.7,,192.1,,"2,880.7",,"18,395.1",,
MA,Berkshire Regional Transit Authority(BRTA),1007,B,DR,PT,25,26.0,,0.0,,328.6,,318.7,,39.7,,38.6,,55.2,,338.4,,
MA,Berkshire Regional Transit Authority(BRTA),1007,B,MB,PT,13,21.0,,832.3,,897.6,,832.0,,46.9,,43.5,,496.3,,"3,925.9",Q,
,,,,Total,,38,47.0,,832.3,,"1,226.2",,"1,150.7",,86.7,,82.1,,551.4,,"4,264.3",,
MA,Cape Ann Transportation Authority(CATA),1053,B,DR,PT,8,11.0,,0.0,,184.8,,179.3,Q,11.3,,10.3,,36.6,,179.3,Q,
MA,Cape Ann Transportation Authority(CATA),1053,B,MB,PT,14,17.0,,320.1,,344.1,Q,320.1,Q,22.2,,20.0,,241.0,,"1,132.7",Q,
,,,,Total,,22,28.0,,320.1,,529.0,,499.4,,33.5,,30.4,,277.6,,"1,312.1",,
MA,Cape Cod Regional Transit Authority(CCRTA),1105,B,DR,PT,56,59.0,,0.0,,"3,217.8",,"2,711.1",,165.9,,138.2,,369.2,,"3,728.5",Q,
MA,Cape Cod Regional Transit Authority(CCRTA),1105,B,MB,PT,33,36.0,,"1,066.6",,"1,134.2",,"1,040.6",,90.7,,83.5,,428.6,,"7,328.3",Q,
,,,,Total,,89,95.0,,"1,066.6",,"4,352.0",,"3,751.7",,256.6,,221.7,,797.7,,"11,056.8",,
MA,Greater Attleboro-Taunton Regional Transit Authority(GATRA),1064,B,DR,PT,53,62.0,,0.0,,"1,250.3",,"1,080.6",,89.8,,76.2,,188.8,,"1,118.3",,
MA,Greater Attleboro-Taunton Regional Transit Authority(GATRA),1064,B,MB,PT,38,49.0,,"1,876.0",,"1,976.8",,"1,875.2",,92.4,,86.7,,746.3,,"11,202.6",,
,,,,Total,,91,111.0,,"1,876.0",,"3,227.1",,"2,955.8",,182.2,,162.9,,935.1,,"12,320.9",,
MA,Lowell Regional Transit Authority(LRTA),1005,B,DR,DO,8,10.0,,0.0,,133.6,,115.7,,13.2,,12.1,,34.8,,172.8,,
