State,Name,ID,Org Type,Mode,TOS,VOMS,Vehicles Available for Maximum Service,,Service Supplied (in Thousands),,,,,,,,,,Unlinked Passenger Trips,,,,
FL,Miami-Dade Transit(MDT),4034,City,MB,DO,817,991,,"29,727.8",,"34,508.2",,"29,177.8",,"2,682.8",,"2,444.5",,"70,292.0",,"379,704.7",,
,,,,Total,,"1,242","1,506",,"37,597.7",,"57,291.4",,"50,203.2",,"4,152.7",,"3,551.5",,"97,230.3",,"537,970.3",,
FL,Okaloosa County Board of County Commissioners,4128,City,DR,PT,32,35,,0.0 ,,813.4,,694.5,,50.7,,43.7,,90.1,,683.3,,
FL,Okaloosa County Board of County Commissioners,4128,City,MB,PT,14,17,,427.0,,424.6,,407.7,,35.8,,34.7,,162.8,,796.2,,
,,,,Total,,46,52,,427.0,,"1,238.0",,"1,102.2",,86.4,,78.4,,252.9,,"1,479.5",,
FL,Pasco County Public Transportation(PCPT),4074,City,DR,DO,11,17,,0.0 ,,225.7,,179.0,,12.2,,9.8,,27.4,,260.9,,
FL,Pasco County Public Transportation(PCPT),4074,City,DT,PT,39,39,,0.0 ,,352.8,,352.8,,20.7,,20.7,,44.3,,352.8,,
FL,Pasco County Public Transportation(PCPT),4074,City,MB,DO,16,29,,"1,094.0",,"1,167.9",,"1,088.9",,68.2,,65.0,,779.6,,"5,112.3",,
,,,,Total,,66,85,,"1,094.0",,"1,746.4",,"1,620.7",,101.1,,95.4,,851.3,,"5,726.0",,
FL,Pinellas Suncoast Transit Authority(PSTA),4027,Agency,DR,PT,75,177,,0.0 ,,"1,491.7",,"1,186.9",,51.7,,42.8,,115.9,,620.0,,
FL,Pinellas Suncoast Transit Authority(PSTA),4027,Agency,DT,PT,47,47,,0.0 ,,"1,387.5",,"1,387.5",,46.3,,46.3,,165.8,,"1,218.8",,
FL,Pinellas Suncoast Transit Authority(PSTA),4027,Agency,MB,DO,158,215,,"8,697.6",,"9,902.3",,"8,701.3",,647.3,,603.2,,"12,541.1",,"66,145.0",,
FL,Pinellas Suncoast Transit Authority(PSTA),4027,Agency,MB,PT,9,18,,293.0,,316.2,,299.2,,26.3,,25.2,,270.7,,445.9,,
,,,,Total,,289,457,,"8,990.5",,"13,097.7",,"11,574.9",,771.6,,717.6,,"13,093.5",,"68,429.7",,
FL,Polk County Transit Services Division - Polk County Board of County Commissioners(PCTS),4127,City,DR,DO,26,38,,0.0 ,,647.5,,522.0,,33.7,,30.7,,53.1,,883.6,,
FL,Polk County Transit Services Division - Polk County Board of County Commissioners(PCTS),4127,City,DR,PT,19,21,,0.0 ,,794.9,,645.5,,58.3,,49.4,,51.7,,782.0,,
FL,Polk County Transit Services Division - Polk County Board of County Commissioners(PCTS),4127,City,MB,DO,10,14,,736.6,,764.8,,725.7,,35.8,,34.8,,473.4,,"2,370.5",,
,,,,Total,,55,73,,736.6,,"2,207.2",,"1,893.2",,127.8,,114.9,,578.2,,"4,036.2",,
FL,Sarasota County Area Transit(SCAT),4046,City,DR,DO,23,33,,0.0 ,,717.8,,490.1,,55.2,,44.0,,84.1,,750.0,,
FL,Sarasota County Area Transit(SCAT),4046,City,DR,PT,36,36,,0.0 ,,981.6,,752.3,,65.9,,46.3,,87.3,,"1,013.3",,
FL,Sarasota County Area Transit(SCAT),4046,City,MB,DO,44,58,,"2,801.4",,"3,020.7",,"2,794.9",,201.0,,190.5,,"2,733.0",,"15,195.6",,
,,,,Total,,103,127,,"2,801.4",,"4,720.1",,"4,037.3",,322.2,,280.8,,"2,904.5",,"16,958.8",,
FL,"Senior Resource Association, Inc.(SRA)",4104,Non-Profit,DR,DO,25,32,,0.0 ,,481.5,,462.3,,36.8,,35.6,,49.5,,405.7,,
FL,"Senior Resource Association, Inc.(SRA)",4104,Non-Profit,MB,DO,14,21,,579.9,,594.7,,564.3,,40.1,,38.7,,707.4,,"2,899.5",,
,,,,Total,,39,53,,579.9,,"1,076.2",,"1,026.6",,76.9,,74.3,,756.9,,"3,305.2",,
FL,South Florida Regional Transportation Authority(TRI-Rail),4077,Agency,CR,PT,34,47,,"2,859.4",,"2,971.4",,"2,892.4",,107.7,,96.2,,"3,606.1",,"104,575.6",,
FL,South Florida Regional Transportation Authority(TRI-Rail),4077,Agency,MB,PT,18,20,,485.6,,577.6,,475.9,,53.0,,44.8,,444.3,,"1,523.9",,
,,,,Total,,52,67,,"3,345.0",,"3,549.0",,"3,368.3",,160.6,,79.4,,"4,050.4",,"106,099.5",,
FL,Space Coast Area Transit(SCAT),4063,City,DR,PT,70,78,,0.0 ,,"1,030.8",,"1,025.9",,45.2,,45.0,,376.8,,"4,907.1",,
FL,Space Coast Area Transit(SCAT),4063,City,DR,DO,35,67,,0.0 ,,813.3,,650.0,,59.6,,46.6,,127.6,,"1,445.9",,
FL,Space Coast Area Transit(SCAT),4063,City,MB,DO,24,61,,"1,577.6",,"1,618.6",,"1,554.3",,85.5,,82.1,,"1,603.9",,"7,827.3",,
FL,Space Coast Area Transit(SCAT),4063,City,VP,PT,38,43,,0.0 ,,999.4,,999.4,,21.1,,21.1,,129.6,,"6,519.1",,
,,,,Total,,167,249,,"1,577.6",,"4,462.1",,"4,229.6",,211.4,,194.7,,"2,238.0",,"20,699.4",,
FL,"St Johns County, Florida,  Board of County Commissioners(St Johns County)",4155,City,DR,PT,5,10,,0.0 ,,84.7,,60.7,,5.6,,4.9,,9.6,,66.8,,
FL,"St Johns County, Florida,  Board of County Commissioners(St Johns County)",4155,City,MB,PT,7,11,,455.7,,468.8,,457.4,,22.7,,21.8,,185.9,,"1,362.4",,
,,,,Total,,12,21,,455.7,,553.6,,518.1,,28.4,,26.8,,195.4,,"1,429.2",,
FL,"Tri-County Community Council, Inc.(TCCC)",4148,Agency,DR,DO,36,37,,0.0 ,,694.6,,663.2,,33.0,,32.2,,186.5,,682.6,,
GA, Hall Area Transit(HAT),4144,City,DR,DO,10,10,,0.0 ,,185.8,,163.4,,13.0,,10.2,,27.2,,212.8,,
GA, Hall Area Transit(HAT),4144,City,MB,DO,6,11,,189.1,,189.9,Q,189.1,Q,13.3,Q,10.1,Q,119.7,,0.0 ,W,
,,,,Total,,16,21,,189.1,,375.6,,352.5,,26.2,,20.3,,146.9,,212.8,Q,
GA,Albany Transit System(ATS),4021,City,DR,DO,4,7,,0.0 ,,107.0,,98.7,,7.2,,6.8,,13.9,,60.3,,
GA,Albany Transit System(ATS),4021,City,MB,DO,7,11,,533.1,,535.1,,529.9,,33.3,,31.6,,860.2,,"4,134.9",Q,
,,,,Total,,11,18,,533.1,,642.1,,628.7,,40.5,,38.4,,874.1,,"4,195.2",,
GA,Athens Transit System(ATS),4047,City,DR,DO,3,4,,0.0 ,,83.0,,73.5,,6.5,,6.1,,9.4,,51.7,,
GA,Athens Transit System(ATS),4047,City,MB,DO,22,31,,844.2,Q,887.6,,844.7,Q,76.0,,73.8,,"1,779.8",,"5,385.0",,
,,,,Total,,25,35,,844.2,,970.6,,918.2,,82.5,,80.0,,"1,789.2",,"5,436.7",,
GA,Augusta Richmond County Transit Department(APT),4023,City,DR,DO,6,8,,0.0 ,,123.4,,111.0,,15.5,,14.0,,17.0,,72.0,,
GA,Augusta Richmond County Transit Department(APT),4023,City,MB,DO,13,22,,574.0,,607.7,,567.6,,43.9,,41.8,,617.3,,"2,981.4",,
,,,,Total,,19,30,,574.0,,731.1,,678.6,,59.4,,55.8,,634.2,,"3,053.3",,
GA,Buckhead Community Improvement District(BCID),4177,Other Public,MB,PT,6,11,,101.9,,183.2,,103.4,,21.7,,14.6,,132.3,,230.1,,
GA,Chatham Area Transit Authority(CAT),4025,Agency,DR,PT,19,20,,0.0 ,,307.0,,285.1,,25.8,,23.0,,34.4,,285.9,,
GA,Chatham Area Transit Authority(CAT),4025,Agency,DR,DO,20,26,,0.0 ,,360.6,,327.0,,24.7,,22.4,,36.5,,366.2,,
GA,Chatham Area Transit Authority(CAT),4025,Agency,FB,DO,2,3,,14.5,,15.9,,15.9,,6.2,,6.2,,459.5,,181.2,,
GA,Chatham Area Transit Authority(CAT),4025,Agency,MB,DO,50,58,,"2,495.6",,"2,642.7",,"2,499.8",,198.6,,187.4,,"3,348.0",,"12,075.6",,
,,,,Total,,91,107,,"2,510.1",,"3,326.2",,"3,127.7",,255.2,,239.0,,"3,878.4",,"12,908.9",,
GA,City of Rome Transit Department(RTD),4058,City,DR,DO,4,9,,0.0 ,,132.7,,118.7,,10.2,,9.4,,26.9,,128.1,,
GA,City of Rome Transit Department(RTD),4058,City,MB,DO,26,35,,461.5,,474.6,Q,461.5,Q,29.1,Q,27.8,Q,690.5,Q,"4,647.1",Q,
,,,,Total,,30,44,,461.5,,607.3,,580.2,,39.2,,37.2,,717.4,,"4,775.2",,
GA,Clayton County Board of Commissioners(CTRAN),4157,City,DR,DO,8,10,,0.0 ,,211.1,,184.4,,15.1,,12.2,,17.5,,167.5,,
GA,Clayton County Board of Commissioners(CTRAN),4157,City,MB,DO,19,24,,986.4,,"1,044.0",Q,985.1,Q,68.2,Q,65.5,Q,"1,509.3",,"12,017.0",,
,,,,Total,,27,34,,986.4,,"1,255.2",,"1,169.5",,83.3,,77.6,,"1,526.8",,"12,184.5",,
GA,Cobb County Department of Transportation Authority(CCT),4078,City,DR,PT,25,30,,0.0 ,,880.7,Q,751.0,Q,58.5,Q,50.6,Q,80.9,,811.4,Q,
GA,Cobb County Department of Transportation Authority(CCT),4078,City,MB,PT,84,101,,"3,648.9",,"4,055.8",Q,"3,648.2",Q,202.8,Q,191.9,Q,"4,598.5",,"40,781.3",,
,,,,Total,,109,131,,"3,648.9",,"4,936.5",,"4,399.1",,261.3,,242.5,,"4,679.4",,"41,592.7",,
GA,Douglas County Rideshare(Rideshare),4082,City,VP,DO,62,79,,0.0 ,,"1,071.4",,"1,071.4",,27.1,,27.1,,163.0,,"5,810.0",,
GA,Georgia Regional Transportation Authority(GRTA),4135,State DOT,MB,PT,87,105,,"2,274.9",,"3,720.8",,"2,273.3",Q,133.7,,89.9,,"1,490.4",,"35,919.8",,
GA,Georgia Regional Transportation Authority(GRTA),4135,State DOT,VP,PT,96,96,,0.0 ,,"1,707.3",,"1,707.3",,43.1,,43.1,,289.6,,"12,231.8",,
GA,Georgia Regional Transportation Authority(GRTA),4135,State DOT,VP,DO,54,57,,0.0 ,,193.8,,193.8,,5.1,,5.1,,33.5,,"1,301.1",,
,,,,Total,,237,258,,"2,274.9",,"5,621.9",,"4,174.4",,181.8,,138.1,,"1,813.6",,"49,452.8",,
GA,Gwinnett County Board of Commissioners(GCT),4138,City,DR,PT,6,9,,0.0 ,,275.6,,212.5,,18.6,,14.8,,17.0,,91.6,,
GA,Gwinnett County Board of Commissioners(GCT),4138,City,MB,PT,59,89,,"2,319.3",,"3,056.0",,"2,319.3",,148.2,,120.1,,"2,100.1",,"35,197.1",Q,
,,,,Total,,65,98,,"2,319.3",,"3,331.6",,"2,531.7",,166.8,,134.8,,"2,117.1",,"35,288.7",,
GA,Macon-Bibb County Transit Authority(MTA    ),4130,Agency,DR,DO,5,6,,0.0 ,,140.9,,121.6,,9.8,,8.9,,11.8,,92.6,,
GA,Macon-Bibb County Transit Authority(MTA    ),4130,Agency,MB,DO,17,21,,"1,062.7",,"1,063.1",Q,"1,054.4",Q,74.4,Q,73.8,Q,748.4,,"3,165.4",,
,,,,Total,,22,27,,"1,062.7",,"1,204.0",,"1,176.0",,84.2,,82.7,,760.2,,"3,258.0",,
GA,"Marietta - VPSI, Inc.",4153,Contractor,VP,DO,266,315,,0.0 ,,"4,201.9",,"4,201.9",,103.0,,103.0,,822.9,,"23,041.4",,
GA,Metra Transit System(Metra),4024,City,DR,DO,6,8,,0.0 ,,204.1,,201.3,,12.6,,12.3,,19.2,,143.8,,
GA,Metra Transit System(Metra),4024,City,MB,DO,16,29,,843.4,,843.4,,843.4,,61.1,,61.1,,"1,081.3",,"4,126.7",,
,,,,Total,,22,37,,843.4,,"1,047.6",,"1,044.8",,73.7,,73.4,,"1,100.6",,"4,270.5",,
GA,Metropolitan Atlanta Rapid Transit Authority(MARTA),4022,Agency,DR,DO,135,175,,0.0 ,,"7,415.4",,"6,089.8",,400.9,Q,324.4,,508.2,,"6,865.9",,
GA,Metropolitan Atlanta Rapid Transit Authority(MARTA),4022,Agency,HR,DO,188,338,,"21,977.6",,"22,908.9",,"22,060.9",,871.8,,829.3,,"77,732.0",,"493,205.6",,
GA,Metropolitan Atlanta Rapid Transit Authority(MARTA),4022,Agency,MB,DO,491,633,,"27,061.0",,"30,579.9",,"27,029.9",,"2,300.7",,"2,137.3",,"68,008.9",,"272,622.5",,
,,,,Total,,814,"1,146",,"49,038.6",,"60,904.1",,"55,180.6",,"3,573.5",,"2,610.6",,"146,249.1",,"772,693.9",,
GA,University of Georgia Transit System(UGA),4180,University,DR,DO,4,6,,0.0 ,,39.2,,36.5,,9.5,,9.3,,10.0,,10.0,,
GA,University of Georgia Transit System(UGA),4180,University,MB,DO,39,55,,669.4,,673.8,,654.4,,103.2,,101.7,,"9,245.7",,"4,622.8",,
,,,,Total,,43,61,,669.4,,713.0,,690.9,,112.7,,110.9,,"9,255.6",,"4,632.8",,
HI,City and County of Honolulu Department of Transportation Services(DTS),9002,City,DR,PT,134,168,,0.0 ,,"6,239.2",,"4,960.0",,397.6,,340.7,,790.4,,"9,485.4",,
HI,City and County of Honolulu Department of Transportation Services(DTS),9002,City,DT,PT,114,114,,0.0 ,,349.8,,349.8,,23.9,,23.9,,92.2,,391.7,,
HI,City and County of Honolulu Department of Transportation Services(DTS),9002,City,MB,PT,428,531,,"18,486.5",,"21,324.5",,"18,343.7",,"1,511.7",,"1,390.1",,"73,158.6",,"386,225.0",,
,,,,Total,,676,813,,"18,486.5",,"27,913.5",,"23,653.5",,"1,933.3",,"1,754.7",,"74,041.2",,"396,102.1",,
HI,"Honolulu - VPSI, Inc.",9176,Contractor,VP,DO,323,325,,0.0 ,,"4,476.5",,"4,476.5",,122.7,,122.7,,740.8,,"15,377.5",,
IA,Ames Transit Agency(CyRide),7041,City,DR,DO,3,15,,0.0 ,,34.0,,30.5,,2.8,,2.6,,9.7,,31.5,,
IA,Ames Transit Agency(CyRide),7041,City,MB,PT,7,20,,1.2,,1.2,,1.2,,0.1,,0.1,,13.7,,25.5,,
IA,Ames Transit Agency(CyRide),7041,City,MB,DO,57,68,,"1,122.2",,"1,188.0",,"1,123.6",,113.6,,107.7,,"5,353.7",,"8,323.2",,
,,,,Total,,67,103,,"1,123.4",,"1,223.2",,"1,155.3",,116.5,,110.4,,"5,377.2",,"8,380.2",,
IA,Bettendorf Transit System(BT),7007,City,DR,PT,1,2,,0.0 ,,38.7,,28.4,,3.9,,3.7,,4.6,,18.3,,
IA,Bettendorf Transit System(BT),7007,City,MB,PT,2,3,,16.8,,18.9,,16.8,,1.0,,0.9,,7.5,,25.0,,
IA,Bettendorf Transit System(BT),7007,City,MB,DO,8,9,,353.3,,355.2,,353.3,,18.8,,18.7,,190.1,,762.7,,
,,,,Total,,11,14,,370.1,,412.8,,398.5,,23.7,,23.3,,202.2,,806.1,,
IA,Cedar Rapids Transit(CRT),7008,City,DR,PT,33,39,,0.0 ,,472.4,,416.6,,37.5,,34.1,,101.5,,639.8,,
IA,Cedar Rapids Transit(CRT),7008,City,MB,DO,21,35,,914.4,,949.1,,913.4,,70.5,,68.1,,"1,071.6",,"5,048.3",,
,,,,Total,,54,74,,914.4,,"1,421.5",,"1,330.0",,107.9,,102.2,,"1,173.1",,"5,688.1",,
IA,City of Dubuque(KeyLine),7011,City,DR,DO,8,13,,0.0 ,,228.7,,217.9,,19.3,,18.9,,60.8,,228.8,Q,
IA,City of Dubuque(KeyLine),7011,City,MB,DO,12,12,,318.8,,337.3,Q,333.7,Q,28.7,Q,27.7,Q,312.9,Q,961.9,Q,
,,,,Total,,20,25,,318.8,,566.0,,551.6,,48.0,,46.5,,373.7,,"1,190.7",,
IA,Coralville Transit System(CTS),7030,City,MB,DO,7,10,,182.6,,213.6,,182.9,,17.5,,15.5,,527.2,,"1,974.0",,
IA,Davenport Public Transit(CITIBUS),7009,City,DR,PT,4,6,,0.0 ,,162.5,,134.9,,11.8,,11.0,,28.8,,128.3,,
IA,Davenport Public Transit(CITIBUS),7009,City,MB,DO,17,20,,740.0,Q,800.5,,740.0,Q,59.6,,56.7,,"1,180.4",,"4,721.5",,
,,,,Total,,21,26,,740.0,,963.0,,874.9,,71.3,,67.7,,"1,209.2",,"4,849.8",,
IA,Des Moines Area Regional Transit Authority(DART),7010,Agency,DR,DO,27,37,,0.0 ,,"1,138.3",Q,954.4,Q,74.6,Q,66.1,Q,204.7,,"1,959.9",,
IA,Des Moines Area Regional Transit Authority(DART),7010,Agency,DT,PT,3,3,,0.0 ,,110.1,,110.1,,6.1,,6.1,,13.5,,110.1,,
IA,Des Moines Area Regional Transit Authority(DART),7010,Agency,MB,DO,93,114,,"2,406.0",,"2,730.6",,"2,404.1",Q,201.4,,178.3,,"4,171.2",Q,"16,894.3",Q,
IA,Des Moines Area Regional Transit Authority(DART),7010,Agency,VP,DO,101,102,,0.0 ,,"2,051.1",,"2,051.1",,50.9,,50.9,,293.9,,"12,818.6",,
,,,,Total,,224,256,,"2,406.0",,"6,030.1",,"5,519.7",,332.9,,301.4,,"4,683.2",,"31,782.9",,
IA,Iowa City Transit(ICT),7018,City,MB,DO,21,28,,713.6,,740.6,,712.0,,58.5,,56.4,,"1,889.2",,"3,884.7",,
IA,Johnson County SEATS(SEATS),7045,City,DR,DO,22,26,,0.0 ,,470.2,Q,379.8,Q,41.2,Q,34.2,Q,104.3,Q,379.8,Q,
IA,Metropolitan Transit Authority of Black Hawk County(MET Transit),7013,Agency,DR,DO,15,17,,0.0 ,,352.4,,310.9,,28.3,,26.4,,73.5,,439.2,,
IA,Metropolitan Transit Authority of Black Hawk County(MET Transit),7013,Agency,DR,PT,3,4,,0.0 ,,163.8,,163.8,,4.8,,4.8,,13.4,,98.8,,
IA,Metropolitan Transit Authority of Black Hawk County(MET Transit),7013,Agency,MB,DO,12,18,,609.8,,602.8,Q,563.8,Q,40.5,Q,37.7,Q,454.7,,561.5,Q,
,,,,Total,,30,39,,609.8,,"1,119.1",,"1,038.5",,73.6,,68.8,,541.5,,"1,099.5",,
IA,Sioux City Transit System(SCTS),7012,Other  ,DR,PT,10,12,,0.0 ,,160.1,,134.5,,15.6,,12.5,,37.4,,343.1,,
IA,Sioux City Transit System(SCTS),7012,Other  ,MB,DO,21,23,,608.6,,607.4,,603.2,,48.2,,47.9,,"1,202.3",,"6,011.3",,
,,,,Total,,31,35,,608.6,,767.5,,737.7,,63.8,,60.4,,"1,239.6",,"6,354.4",,
IA,University of Iowa(Cambus),7019,University,DR,DO,3,4,,0.0 ,,67.8,,64.5,,10.0,,9.7,,10.3,,33.3,,
IA,University of Iowa(Cambus),7019,University,MB,DO,25,31,,755.6,,781.8,,742.6,,72.2,,71.1,,"3,954.3",,"4,761.0",,
,,,,Total,,28,35,,755.6,,849.5,,807.2,,82.2,,80.8,,"3,964.6",,"4,794.3",,
ID,City of Pocatello - Pocatello Regional Transit(PRT),0022,City,DR,DO,18,21,,0.0 ,,653.0,,522.0,,37.6,,31.1,,107.1,,753.2,,
ID,City of Pocatello - Pocatello Regional Transit(PRT),0022,City,MB,DO,11,13,,283.2,,276.7,,270.1,,22.9,,22.7,,448.4,,"2,067.1",,
,,,,Total,,29,34,,283.2,,929.7,,792.1,,60.5,,53.8,,555.6,,"2,820.3",,
ID,Targhee Regional Public Transit Authority(TRPTA),0042,Agency,DR,DO,21,24,,0.0 ,,585.4,,486.3,,42.0,,36.2,,89.8,,473.1,,
ID,Targhee Regional Public Transit Authority(TRPTA),0042,Agency,MB,DO,7,9,,303.6,,301.6,,276.5,,17.2,,16.2,,78.4,,873.6,,
,,,,Total,,28,33,,303.6,,887.0,,762.8,,59.2,,52.4,,168.2,,"1,346.7",,
ID,Valley Regional Transit(VRT),0011,Agency,DR,DO,10,11,,0.0 ,,338.3,,295.3,,27.0,,25.6,,40.9,,258.3,,
ID,Valley Regional Transit(VRT),0011,Agency,DR,PT,2,2,,0.0 ,,21.4,,16.6,,1.9,,1.7,,1.8,,11.9,,
ID,Valley Regional Transit(VRT),0011,Agency,MB,PT,11,17,,455.4,,516.3,,462.1,,22.1,,19.8,,172.4,,"2,599.6",,
ID,Valley Regional Transit(VRT),0011,Agency,MB,DO,27,33,,897.8,,"1,002.6",Q,897.7,Q,75.4,Q,70.7,Q,"1,203.2",,"5,073.1",,
,,,,Total,,50,63,,"1,353.2",,"1,878.6",,"1,671.8",,126.4,,117.7,,"1,418.3",,"7,942.9",,
IL,Bloomington-Normal Public Transit System(B-NPTS),5047,Agency,DR,DO,8,8,,0.0 ,,219.1,,188.3,,17.6,,16.7,,34.2,,198.4,,
IL,Bloomington-Normal Public Transit System(B-NPTS),5047,Agency,MB,DO,22,32,,"1,402.3",,"1,402.0",Q,"1,371.2",Q,96.3,Q,92.9,Q,"1,227.2",Q,"3,424.3",,
,,,,Total,,30,40,,"1,402.3",,"1,621.1",,"1,559.5",,113.9,,109.6,,"1,261.4",,"3,622.7",,
IL,Champaign-Urbana Mass Transit District(C-U MTD),5060,Agency,DR,PT,5,8,,0.0 ,,189.2,,178.7,,13.3,,11.5,,21.2,,74.5,,
IL,Champaign-Urbana Mass Transit District(C-U MTD),5060,Agency,DR,DO,12,16,,0.0 ,,420.5,,381.6,,30.9,,29.0,,136.2,,209.9,,
IL,Champaign-Urbana Mass Transit District(C-U MTD),5060,Agency,MB,DO,86,93,,"2,669.0",,"2,939.4",,"2,802.6",,253.3,,243.3,,"10,011.0",,"31,190.9",,
,,,,Total,,103,117,,"2,669.0",,"3,549.0",,"3,362.9",,297.5,,283.8,,"10,168.4",,"31,475.3",,
IL,Chicago Transit Authority(CTA),5066,Agency,HR,DO,980,"1,200",,"65,289.4",,"65,522.7",,"65,033.9",,"3,760.8",,"3,479.8",,"210,849.1",,"1,296,492.6",,
IL,Chicago Transit Authority(CTA),5066,Agency,MB,DO,"1,707","2,053",,"56,814.3",,"59,940.9",,"56,821.0",,"6,187.0",,"5,955.9",,"306,024.0",,"707,314.9",,
,,,,Total,,"2,687","3,253",,"122,103.7",,"125,463.6",,"121,854.9",,"9,947.9",,"6,560.2",,"516,873.1",,"2,003,807.5",,
IL,City of Danville/Danville Mass Transit(DMT),5174,City,DR,PT,2,4,,0.0 ,,28.6,,28.6,,1.8,,1.8,,9.3,,29.1,Q,
IL,City of Danville/Danville Mass Transit(DMT),5174,City,DR,DO,1,3,,0.0 ,,2.6,,1.4,,0.6,,0.1,,1.2,,2.1,,
IL,City of Danville/Danville Mass Transit(DMT),5174,City,MB,DO,10,14,,531.3,,533.5,,530.5,,29.1,,28.9,,530.1,,"2,547.3",,
,,,,Total,,13,21,,531.3,,564.6,,560.4,,31.5,,30.8,,540.6,,"2,578.6",,
IL,City of DeKalb(DSATS),5176,City,DR,PT,22,25,,0.0 ,,709.3,,650.8,,44.6,,42.3,,134.1,,"1,227.4",,
IL,Decatur Public Transit System(DPTS),5061,City,DR,DO,6,6,,0.0 ,,145.2,,124.9,,12.7,,11.1,,21.8,,89.2,,
IL,Decatur Public Transit System(DPTS),5061,City,DT,PT,5,5,,0.0 ,,39.3,,39.3,,2.1,,2.1,,11.5,,41.4,,
IL,Decatur Public Transit System(DPTS),5061,City,MB,DO,19,26,,956.0,,966.4,,959.9,,68.9,,68.2,,"1,245.1",,"3,660.6",,
,,,,Total,,30,37,,956.0,,"1,150.9",,"1,124.0",,83.8,,81.5,,"1,278.4",,"3,791.2",,
IL,Greater Peoria Mass Transit District(CityLink),5056,Agency,DR,PT,24,27,,0.0 ,,742.0,,664.1,,59.9,,54.2,,122.7,,"1,131.1",,
IL,Greater Peoria Mass Transit District(CityLink),5056,Agency,MB,DO,47,81,,"1,855.3",,"1,906.7",Q,"1,862.0",Q,146.4,Q,106.2,Q,"2,736.1",Q,"14,091.0",Q,
,,,,Total,,71,108,,"1,855.3",,"2,648.7",,"2,526.1",,206.3,,160.4,,"2,858.8",,"15,222.1",,
IL,Madison County Transit District(MCT),5146,Agency,DR,PT,25,33,,0.0 ,,929.9,,773.9,,54.9,,49.5,,90.1,,854.0,,
IL,Madison County Transit District(MCT),5146,Agency,MB,PT,68,77,,"3,265.6",,"4,114.8",,"3,287.4",,211.9,,186.9,,"2,061.2",,"14,432.2",,
IL,Madison County Transit District(MCT),5146,Agency,VP,PT,98,117,,0.0 ,,"1,981.3",,"1,981.3",,48.0,,48.0,,309.3,,"12,110.6",,
,,,,Total,,191,227,,"3,265.6",,"7,026.0",,"6,042.6",,314.8,,284.5,,"2,460.6",,"27,396.8",,
IL,Northeast Illinois Regional Commuter Railroad Corporation(Metra),5118,Agency,CR,DO,"1,057","1,142",,"41,934.7",,"45,209.8",,"43,143.6",,"1,450.9",,"1,397.0",,"70,534.9",,"1,608,049.3",,
IL,Pace - Suburban Bus Division(PACE),5113,Agency,DR,PT,249,293,,0.0 ,,"5,959.1",,"5,048.7",,387.2,,326.7,,"1,150.2",,"6,854.2",,
IL,Pace - Suburban Bus Division(PACE),5113,Agency,DR,DO,5,6,,0.0 ,,111.7,Q,93.1,Q,7.1,Q,6.0,Q,19.9,,118.4,,
IL,Pace - Suburban Bus Division(PACE),5113,Agency,DT,PT,47,47,,0.0 ,,545.1,,545.1,,21.1,,21.1,,95.0,,545.1,,
IL,Pace - Suburban Bus Division(PACE),5113,Agency,MB,PT,103,128,,"1,937.8",,"2,781.3",,"1,937.1",,182.8,,141.6,,"2,335.9",,"14,996.8",,
IL,Pace - Suburban Bus Division(PACE),5113,Agency,MB,DO,476,566,,"18,127.2",,"21,370.8",,"18,101.5",,"1,431.0",,"1,306.0",,"26,956.2",,"174,686.8",,
IL,Pace - Suburban Bus Division(PACE),5113,Agency,VP,DO,605,667,,0.0 ,,"9,314.8",,"9,314.8",,291.4,,291.4,,"1,751.4",,"37,507.2",,
,,,,Total,,"1,485","1,707",,"20,065.0",,"40,082.8",,"35,040.3",,"2,320.7",,"2,092.8",,"32,308.5",,"234,708.6",,
IL,"Pace-Suburban Bus Division, ADA Paratransit Services(PACE)",5182,Agency,DR,PT,696,752,,0.0 ,,"29,544.0",,"24,533.2",,"2,092.1",,"1,725.2",,"2,603.2",,"22,103.4",,
IL,"Pace-Suburban Bus Division, ADA Paratransit Services(PACE)",5182,Agency,DT,PT,89,89,,0.0 ,,832.5,,832.5,,31.3,,31.3,,166.3,,832.5,,
,,,,Total,,785,841,,0.0 ,,"30,376.5",,"25,365.7",,"2,123.4",,"1,756.5",,"2,769.5",,"22,935.9",,
IL,River Valley Metro Mass Transit District(RVMMTD),5159,City,DR,PT,2,3,,0.0 ,,82.0,,71.5,,7.2,,6.6,,16.2,,70.8,,
IL,River Valley Metro Mass Transit District(RVMMTD),5159,City,MB,PT,12,14,,855.2,,896.8,,844.0,,67.0,,63.7,,722.1,,"5,414.6",,
,,,,Total,,14,17,,855.2,,978.8,,915.4,,74.2,,70.3,,738.2,,"5,485.4",,
IL,Rock Island County Metropolitan Mass Transit District(MetroLink),5057,Agency,DR,PT,4,5,,0.0 ,,107.1,,91.7,,7.9,,7.2,,12.3,,47.8,,
IL,Rock Island County Metropolitan Mass Transit District(MetroLink),5057,Agency,DR,DO,9,11,,0.0 ,,176.1,,127.0,,15.1,,12.8,,58.9,,187.0,,
IL,Rock Island County Metropolitan Mass Transit District(MetroLink),5057,Agency,MB,DO,43,60,,"2,246.6",,"2,250.7",,"2,163.9",,180.1,,166.6,,"3,159.4",,"9,547.2",,
,,,,Total,,56,76,,"2,246.6",,"2,533.9",,"2,382.7",,203.1,,186.6,,"3,230.6",,"9,781.9",,
